Rez.-Nr.,Dom_OT,Rank,CAS,Ingredient,Norm_Totalmenge,Total_Contrib,PC1_Contrib,PC2_Contrib,PC3_Contrib,PC4_Contrib
187.896P,odorless,14,1754-62-7,Methyl-trans-cinnamat Halal,0.014783,0.01922,0.00249,-0.00526,0.00154,-0.00993
187.896P,odorless,15,706-14-9,gamma-Decalacton Kosher Halal,0.038517,0.01005,0.0003,-0.00216,-0.00222,0.00537
187.896P,odorless,16,123-66-0,Ethylhexanoat Halal,0.028092,0.00818,-0.0001,0.00078,0.00485,0.00245
187.896P,odorless,17,7011-83-8,Lactojasmon,1.9e-05,0.00805,-0.00113,-0.00037,-0.00208,0.00447
187.896P,odorless,18,75-07-0,Acetaldehyd Halal Kosher,0.003914,0.00648,0.00019,0.00058,-0.00153,-0.00417
187.896P,odorless,19,431-03-8,Diacetyl Halal,0.001109,0.00403,-0.00127,-0.00019,-0.00013,-0.00243
187.897P,fruity,1,706-14-9,gamma-Decalacton Kosher Halal,0.103443,0.27318,0.00827,-0.05859,-0.06045,0.14588
187.897P,fruity,2,105-54-4,Ethylbutyrat Kosher Halal,0.247116,0.17188,-0.02598,-0.02359,-0.09836,0.02394
187.897P,fruity,3,540-18-1,Amylbutyrat,0.015147,0.15696,-0.0393,-0.00376,-0.04599,-0.0679
187.897P,fruity,4,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.117051,0.15184,0.02094,0.04354,0.00716,0.08021
187.897P,fruity,5,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.017649,0.14276,0.02786,-0.00064,-0.03827,0.07599
187.897P,fruity,6,123-66-0,Ethylhexanoat Halal,0.121896,0.13768,0.0017,-0.01316,-0.0816,-0.04122
187.897P,fruity,7,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.141941,0.10613,0.00948,-0.01024,-0.0395,0.04691
187.897P,fruity,8,141-78-6,Ethylacetat Kosher Halal,5.2e-05,0.09885,-0.04135,0.03573,-0.01747,-0.0043
187.897P,fruity,9,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.064665,0.09723,0.0167,0.03551,-0.00071,0.0443
187.897P,fruity,10,1754-62-7,Methyl-trans-cinnamat Halal,0.064595,0.08681,-0.01125,0.02377,-0.00695,0.04485
187.897P,fruity,11,116-53-0,2-Methylbuttersäure Halal Kosher,0.000542,0.06402,-0.00632,-0.03752,0.01762,-0.00256
187.897P,fruity,12,140-11-4,Benzylacetat Halal,0.002869,0.04873,0.02622,0.01465,-0.00133,0.00653
187.897P,fruity,13,64-19-7,Essigsäure Halal Kosher,8.7e-05,0.02951,0.00512,-0.0058,0.0026,0.01599
187.897P,fruity,14,123-92-2,Isoamylacetat Halal,0.021812,0.02074,0.0034,0.00419,0.00391,-0.00924
187.897P,fruity,15,539-82-2,Ethylvalerat,0.000297,0.00589,-0.00059,-0.00124,0.00114,-0.00292
187.897P,fruity,16,7011-83-8,Lactojasmon,1.7e-05,0.00567,-0.0008,-0.00026,-0.00146,0.00315
187.897P,fruity,17,75-07-0,Acetaldehyd Halal Kosher,2.6e-05,0.00546,-0.00016,-0.00049,0.00129,0.00351
187.897P,fruity,18,123-51-3,Isoamylalkohol Kosher Halal,0.000437,0.00447,-0.00013,0.00076,-0.0008,0.00278
187.897P,fruity,19,3658-77-3,Furaneol Halal,0.080356,0.00248,-0.00121,-0.00015,-0.00012,0.00101
187.907,fruity,1,108-64-5,Ethylisovalerat Kosher Halal,0.000601,0.15671,-0.02145,-0.0439,0.02556,-0.0658
187.907,fruity,2,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.002106,0.13321,-0.0119,0.01285,0.04958,-0.05888
187.907,fruity,3,706-14-9,gamma-Decalacton Kosher Halal,0.005116,0.12531,-0.00379,0.02688,0.02773,-0.06692
187.907,fruity,4,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.002106,0.10692,-0.02087,0.00048,0.02866,-0.05691
187.907,fruity,5,105-54-4,Ethylbutyrat Kosher Halal,0.005717,0.09774,0.01478,0.01341,0.05594,-0.01362
187.907,fruity,6,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.005717,0.08134,-0.01121,-0.02332,-0.00383,-0.04297
187.907,fruity,7,141-78-6,Ethylacetat Kosher Halal,0.005116,0.07444,-0.03114,0.02691,-0.01315,-0.00324
187.907,fruity,8,106-27-4,Isoamylbutyrat Halal,0.000601,0.06484,0.00028,0.00327,0.01642,-0.04486
187.907,fruity,9,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.001204,0.05591,-0.00861,0.01307,0.01411,-0.02012
187.907,fruity,10,116-53-0,2-Methylbuttersäure Halal Kosher,0.011736,0.05003,-0.00494,-0.02933,0.01377,-0.002
187.907,fruity,11,123-66-0,Ethylhexanoat Halal,0.002106,0.04859,-0.0006,0.00464,0.0288,0.01455
187.907,fruity,12,3658-77-3,Furaneol Halal,0.000542,0.0426,0.02073,0.00257,0.00205,-0.01725
187.907,fruity,13,64-19-7,Essigsäure Halal Kosher,0.000301,0.02923,0.00507,-0.00575,0.00258,0.01583
187.907,fruity,14,107-92-6,Buttersäure Halal Kosher,0.000301,0.00551,0.00051,0.00084,0.00138,0.00277
187.907,fruity,15,123-51-3,Isoamylalkohol Kosher Halal,0.001505,0.00224,-7e-05,0.00038,-0.0004,0.0014
187.914P,fruity,1,97-62-1,Ethylisobutyrat Halal,0.00204,0.85582,0.31808,0.49984,0.02832,0.00956
187.914P,fruity,2,118-71-8,Maltol Kosher Halal,0.131482,0.4386,0.05328,0.10518,-0.09425,0.18589
187.914P,fruity,3,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.063789,0.19571,0.03014,-0.04574,-0.0494,0.07043
187.914P,fruity,4,79-09-4,Propionsäure Kosher Halal,0.032551,0.10917,-0.03051,0.00813,-0.02829,0.04224
187.914P,fruity,5,706-14-9,gamma-Decalacton Kosher Halal,0.047627,0.04697,0.00142,-0.01007,-0.01039,0.02508
187.914P,fruity,6,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.061871,0.03627,0.005,0.0104,0.00171,0.01916
187.914P,fruity,7,8016-03-3,Davana-Öl,0.001208,0.03114,-0.00443,0.00031,-0.00557,-0.02083
187.914P,fruity,8,116-53-0,2-Methylbuttersäure Halal Kosher,0.076203,0.0305,0.00301,0.01788,-0.00839,0.00122
187.914P,fruity,9,3658-77-3,Furaneol Halal,0.023636,0.02955,0.01438,0.00178,0.00142,-0.01197
187.914P,fruity,10,105-54-4,Ethylbutyrat Kosher Halal,0.11673,0.02625,-0.00397,-0.0036,-0.01502,0.00366
187.914P,fruity,11,64-19-7,Essigsäure Halal Kosher,0.029819,0.01056,-0.00183,0.00208,-0.00093,-0.00572
187.914P,fruity,12,141-78-6,Ethylacetat Kosher Halal,0.022133,0.00762,0.00319,-0.00275,0.00135,0.00033
187.914P,fruity,13,107-92-6,Buttersäure Halal Kosher,0.000797,0.00527,0.00049,0.00081,0.00132,0.00266
187.914P,fruity,14,108-64-5,Ethylisovalerat Kosher Halal,0.008965,0.00456,0.00062,0.00128,-0.00074,0.00192
187.914P,fruity,15,140-11-4,Benzylacetat Halal,0.001541,0.0043,0.00231,0.00129,-0.00012,0.00058
187.914P,fruity,16,142-62-1,Hexansäure kräftig,0.019786,0.00383,-0.00035,-0.0007,-0.00092,0.00186
187.914P,fruity,17,105-37-3,Ethylpropionat Halal,0.000657,0.00295,0.00068,0.00022,0.00099,-0.00105
187.916P,odorless,1,706-14-9,gamma-Decalacton Kosher Halal,0.013508,0.0913,-0.00276,0.01958,0.0202,-0.04876
187.916P,odorless,2,105-54-4,Ethylbutyrat Kosher Halal,0.020021,0.08176,0.01236,0.01122,0.04679,-0.01139
187.916P,odorless,3,106-27-4,Isoamylbutyrat Halal,0.003166,0.0709,-0.00031,-0.00358,-0.01796,0.04905
187.916P,odorless,4,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.047348,0.06298,0.01082,0.023,-0.00046,0.0287
187.916P,odorless,5,108-64-5,Ethylisovalerat Kosher Halal,0.005496,0.06233,-0.00853,-0.01746,0.01017,-0.02617
187.916P,odorless,6,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.016499,0.05875,-0.0081,-0.01685,-0.00277,-0.03104
187.916P,odorless,7,118-71-8,Maltol Kosher Halal,0.010246,0.05472,-0.00665,-0.01312,0.01176,-0.02319
187.916P,odorless,8,116-53-0,2-Methylbuttersäure Halal Kosher,0.008442,0.05415,-0.00534,-0.03174,0.0149,-0.00217
187.916P,odorless,9,123-66-0,Ethylhexanoat Halal,0.007475,0.04024,-0.0005,0.00385,0.02385,0.01205
187.916P,odorless,10,3658-77-3,Furaneol Halal,0.010788,0.03681,0.01791,0.00222,0.00177,-0.01491
187.916P,odorless,11,140-11-4,Benzylacetat Halal,0.000345,0.03573,-0.01922,-0.01074,0.00098,-0.00479
187.916P,odorless,12,513-86-0,Acetoin 50% in PG Kosher Halal,0.001113,0.02737,0.00163,-0.00244,-0.00605,0.01724
187.916P,odorless,13,79-09-4,Propionsäure Kosher Halal,0.005756,0.00854,-0.00239,0.00064,-0.00221,0.0033
187.920P,fruity,1,141-78-6,Ethylacetat Kosher Halal,0.107586,0.41965,0.17555,-0.15169,0.07416,0.01825
187.920P,fruity,2,109-94-4,Ethylformiat Halal,0.010382,0.31623,-0.07043,-0.0363,-0.01812,-0.19138
187.920P,fruity,3,33467-73-1,cis-3-Hexenylformiat Kosher Halal,0.00279,0.28143,-0.05848,-0.02858,0.15361,-0.04077
187.920P,fruity,4,118-71-8,Maltol Kosher Halal,0.063034,0.16008,0.01945,0.03839,-0.0344,0.06785
187.920P,fruity,5,868-57-5,Methyl-2-methylbutyrat,0.040954,0.14125,-0.03982,-0.02145,-0.0516,-0.02838
187.920P,fruity,6,64-19-7,Essigsäure Halal Kosher,0.100181,0.10541,-0.01828,0.02073,-0.00929,-0.05711
187.920P,fruity,7,124-07-2,Octansäure,0.015023,0.10317,-0.02308,-0.0253,-0.03967,0.01512
187.920P,fruity,8,1754-62-7,Methyl-trans-cinnamat Halal,0.065699,0.08916,-0.01155,0.02441,-0.00713,0.04607
187.920P,fruity,9,64-18-6,"Ameisensäure 80%, natürlich Kosher, Halal",0.002337,0.079,-0.01858,0.01822,-0.01695,-0.02526
187.920P,fruity,10,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.004022,0.07615,-0.01486,0.00034,0.02041,-0.04053
187.920P,fruity,11,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.013141,0.06579,-0.00907,-0.01886,-0.0031,-0.03475
187.920P,fruity,12,116-53-0,2-Methylbuttersäure Halal Kosher,0.000143,0.06452,-0.00637,-0.03781,0.01775,-0.00258
187.920P,fruity,13,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.114718,0.05953,0.00532,-0.00574,-0.02216,0.02631
187.920P,fruity,14,123-66-0,Ethylhexanoat Halal,0.070801,0.05823,0.00072,-0.00557,-0.03451,-0.01743
187.920P,fruity,15,7011-83-8,Lactojasmon,5.4e-05,0.05646,-0.00792,-0.00258,-0.01457,0.03139
187.920P,fruity,16,6728-26-3,trans-2-Hexenal Kosher Halal,0.000221,0.03641,-0.00039,0.00198,0.00887,-0.02517
187.920P,fruity,17,142-62-1,Hexansäure kräftig,0.004553,0.03424,0.0031,0.0063,0.00821,-0.01662
187.920P,fruity,18,706-14-9,gamma-Decalacton Kosher Halal,0.028308,0.03132,-0.00095,0.00672,0.00693,-0.01673
187.920P,fruity,19,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.00532,0.02012,-0.00346,-0.00735,0.00015,-0.00917
187.920P,fruity,20,3658-77-3,Furaneol Halal,0.044844,0.01757,0.00855,0.00106,0.00084,-0.00712
187.923P,fruity,1,75-18-3,"Dimethylsulfid, natürlich Kosher Halal BG, V",0.001623,0.62156,-0.0198,-0.04278,0.47511,0.08387
187.923P,fruity,2,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.083568,0.27524,0.04238,-0.06432,-0.06948,0.09905
187.923P,fruity,3,105-54-4,Ethylbutyrat Kosher Halal,0.320886,0.25427,-0.03844,-0.0349,-0.14551,0.03542
187.923P,fruity,4,123-66-0,Ethylhexanoat Halal,0.18742,0.23957,0.00295,-0.0229,-0.14199,-0.07173
187.923P,fruity,5,105-37-3,Ethylpropionat Halal,0.02074,0.21452,-0.04969,-0.01624,-0.07231,0.07628
187.923P,fruity,6,85-91-6,Dimethylanthranilat,0.006998,0.20227,-0.04042,-0.05408,0.00808,-0.09969
187.923P,fruity,7,79-09-4,Propionsäure Kosher Halal,0.035851,0.12156,-0.03397,0.00905,-0.0315,0.04703
187.923P,fruity,8,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.002535,0.10002,-0.01952,0.00045,0.02681,-0.05324
187.923P,fruity,9,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.028042,0.08882,-0.00794,0.00857,0.03306,-0.03926
187.923P,fruity,10,116-53-0,2-Methylbuttersäure Halal Kosher,0.114247,0.07803,0.0077,0.04573,-0.02147,0.00312
187.923P,fruity,11,90045-90-2,"Iris-Concrete, 8% Iron Halal",0.000325,0.07703,-0.01927,0.00659,-0.02706,0.0241
187.923P,fruity,12,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.080069,0.07439,0.01026,0.02133,0.00351,0.0393
187.923P,fruity,13,108-64-5,Ethylisovalerat Kosher Halal,0.011764,0.05854,0.00801,0.0164,-0.00955,0.02458
187.923P,fruity,14,142-62-1,Hexansäure kräftig,0.028245,0.02496,-0.00226,-0.0046,-0.00599,0.01212
187.923P,fruity,15,706-14-9,gamma-Decalacton Kosher Halal,0.041531,0.02227,0.00067,-0.00478,-0.00493,0.01189
187.923P,fruity,16,107-92-6,Buttersäure Halal Kosher,0.036155,0.01133,-0.00106,-0.00173,-0.00284,-0.00571
188.118P,fruity,1,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.210637,0.34785,0.04796,0.09974,0.01639,0.18376
188.118P,fruity,2,1754-62-7,Methyl-trans-cinnamat Halal,0.164297,0.29904,-0.03874,0.08187,-0.02393,0.15451
188.118P,fruity,3,105-57-7,Acetal Halal,0.005266,0.27156,-0.07889,-0.02328,-0.02664,-0.14276
188.118P,fruity,4,105-54-4,Ethylbutyrat Kosher Halal,0.302791,0.23406,-0.03538,-0.03212,-0.13395,0.03261
188.118P,fruity,5,706-14-9,gamma-Decalacton Kosher Halal,0.081622,0.18474,0.00559,-0.03962,-0.04088,0.09865
188.118P,fruity,6,141-78-6,Ethylacetat Kosher Halal,0.005266,0.07371,-0.03083,0.02664,-0.01303,-0.00321
188.118P,fruity,7,123-66-0,Ethylhexanoat Halal,0.078989,0.07096,0.00087,-0.00678,-0.04206,-0.02125
188.118P,fruity,8,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.013165,0.07073,0.01381,-0.00032,-0.01896,0.03765
188.118P,fruity,9,108-64-5,Ethylisovalerat Kosher Halal,0.005793,0.05661,-0.00775,-0.01586,0.00923,-0.02377
188.118P,fruity,10,116-53-0,2-Methylbuttersäure Halal Kosher,0.013165,0.04825,-0.00476,-0.02828,0.01328,-0.00193
188.118P,fruity,11,3658-77-3,Furaneol Halal,0.019747,0.03175,0.01545,0.00192,0.00152,-0.01286
188.118P,fruity,12,431-03-8,Diacetyl Halal,0.00316,0.02313,-0.00728,-0.0011,-0.00077,-0.01399
188.118P,fruity,13,142-62-1,Hexansäure kräftig,0.013165,0.01272,0.00115,0.00234,0.00305,-0.00617
188.118P,fruity,14,107-92-6,Buttersäure Halal Kosher,0.003949,0.00379,0.00035,0.00058,0.00095,0.00191
188.118P,fruity,15,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.078989,0.00162,-0.00014,0.00016,0.0006,-0.00072
188.375P,odorless,1,97-64-3,Ethyllactat Halal,0.172087,0.34139,-0.03335,0.00392,-0.05997,-0.24416
188.375P,odorless,2,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.003162,0.1314,-0.01174,0.01268,0.0489,-0.05808
188.375P,odorless,3,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.000705,0.12943,-0.02526,0.00058,0.0347,-0.06889
188.375P,odorless,4,85-91-6,Dimethylanthranilat,0.004214,0.11966,-0.02391,-0.03199,0.00478,-0.05897
188.375P,odorless,5,706-14-9,gamma-Decalacton Kosher Halal,0.021776,0.05779,-0.00175,0.01239,0.01279,-0.03086
188.375P,odorless,6,105-37-3,Ethylpropionat Halal,0.004567,0.03939,-0.00913,-0.00298,-0.01328,0.01401
188.375P,odorless,7,123-66-0,Ethylhexanoat Halal,0.057595,0.03769,0.00046,-0.0036,-0.02234,-0.01129
188.375P,odorless,8,116-53-0,2-Methylbuttersäure Halal Kosher,0.022476,0.03662,-0.00361,-0.02146,0.01008,-0.00147
188.375P,odorless,9,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.023181,0.03245,0.005,-0.00758,-0.00819,0.01168
188.375P,odorless,10,105-54-4,Ethylbutyrat Kosher Halal,0.077262,0.01783,0.0027,0.00245,0.0102,-0.00248
188.375P,odorless,11,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.038634,0.0124,-0.00171,-0.00355,-0.00058,-0.00655
188.375P,odorless,12,142-62-1,Hexansäure kräftig,0.022476,0.01055,-0.00096,-0.00194,-0.00253,0.00512
188.375P,odorless,13,79-09-4,Propionsäure Kosher Halal,0.002002,0.00556,0.00155,-0.00041,0.00144,-0.00215
188.375P,odorless,14,107-92-6,Buttersäure Halal Kosher,0.017562,0.0026,-0.00024,-0.0004,-0.00065,-0.00131
188.402P,fruity,1,108-64-5,Ethylisovalerat Kosher Halal,4e-06,0.16822,-0.02302,-0.04713,0.02744,-0.07064
188.402P,fruity,2,706-14-9,gamma-Decalacton Kosher Halal,4.2e-05,0.14588,-0.00441,0.03128,0.03228,-0.0779
188.402P,fruity,3,3681-71-8,cis-3-Hexenylacetat Halal Kosher,1.8e-05,0.14047,-0.02742,0.00063,0.03766,-0.07477
188.402P,fruity,4,928-96-1,cis-3-Hexen-1-ol Halal Kosher,1.8e-05,0.13679,-0.01222,0.0132,0.05091,-0.06046
188.402P,fruity,5,105-54-4,Ethylbutyrat Kosher Halal,4.7e-05,0.10407,0.01573,0.01428,0.05956,-0.0145
188.402P,fruity,6,141-78-6,Ethylacetat Kosher Halal,4.2e-05,0.0989,-0.04137,0.03575,-0.01748,-0.0043
188.402P,fruity,7,106-27-4,Isoamylbutyrat Halal,4e-06,0.09643,0.00042,0.00487,0.02442,-0.06672
188.402P,fruity,8,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,4.7e-05,0.09321,-0.01285,-0.02673,-0.00439,-0.04924
188.402P,fruity,9,116-53-0,2-Methylbuttersäure Halal Kosher,9.6e-05,0.06458,-0.00637,-0.03785,0.01777,-0.00259
188.402P,fruity,10,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",9e-06,0.06071,-0.00935,0.01419,0.01533,-0.02185
188.402P,fruity,11,123-66-0,Ethylhexanoat Halal,1.8e-05,0.05184,-0.00064,0.00496,0.03072,0.01552
188.402P,fruity,12,3658-77-3,Furaneol Halal,4e-06,0.0429,0.02088,0.00259,0.00206,-0.01737
188.402P,fruity,13,64-19-7,Essigsäure Halal Kosher,2e-06,0.02963,0.00514,-0.00583,0.00261,0.01605
188.402P,fruity,14,107-92-6,Buttersäure Halal Kosher,2e-06,0.00565,0.00053,0.00086,0.00141,0.00284
188.402P,fruity,15,123-51-3,Isoamylalkohol Kosher Halal,1.1e-05,0.00536,-0.00016,0.00091,-0.00096,0.00334
188.402P,fruity,16,98-86-2,"Acetophenon, natürlich Halal",4e-06,0.0009,0.00021,-1e-05,0.00024,0.00044
188.412P,fresh,1,27625-35-0,"Isoamyl-2-methylbutyrat, natürlich",0.006877,1.90858,0.02937,-0.09691,-0.47516,1.30713
188.412P,fresh,2,659-70-1,Isoamylisovalerat Kosher Halal,0.03292,1.05632,-0.0259,-0.04867,-0.26172,0.72003
188.412P,fresh,3,111-27-3,Hexanol Kosher Halal,0.055072,0.54146,-0.04496,-0.07172,0.07595,0.34884
188.412P,fresh,4,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.392468,0.53493,0.0478,-0.05161,-0.19908,0.23643
188.412P,fresh,5,106-32-1,Ethyloctanoat Halal Kosher,0.013578,0.28957,-0.12127,-0.05247,-0.08224,-0.03359
188.412P,fresh,6,108-64-5,Ethylisovalerat Kosher Halal,0.019255,0.20298,0.02778,0.05686,-0.0331,0.08523
188.412P,fresh,7,112-14-1,"Octylacetat, natürlich",0.001024,0.17274,-0.02192,-0.01046,-0.01946,0.1209
188.412P,fresh,8,116-53-0,2-Methylbuttersäure Halal Kosher,0.146854,0.11876,0.01172,0.06961,-0.03268,0.00476
188.412P,fresh,9,706-14-9,gamma-Decalacton Kosher Halal,0.05513,0.07738,0.00234,-0.0166,-0.01712,0.04132
188.412P,fresh,10,93-92-5,Styralylacetat Halal,0.003541,0.069,-0.02191,-0.00949,-0.01136,0.02624
188.412P,fresh,11,142-62-1,Hexansäure kräftig,0.041684,0.05855,-0.00531,-0.01078,-0.01405,0.02842
188.412P,fresh,12,142-92-7,Hexylacetat Kosher Halal,0.002985,0.05505,-0.00068,0.0032,0.01363,-0.03753
188.412P,fresh,13,123-66-0,Ethylhexanoat Halal,0.055277,0.03409,0.00042,-0.00326,-0.0202,-0.01021
188.412P,fresh,14,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.001288,0.02809,-0.00483,-0.01026,0.00021,-0.0128
188.412P,fresh,15,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.000922,0.02772,0.01026,-0.00891,0.00742,0.00114
188.412P,fresh,16,100-52-7,Benzaldehyd Kosher Halal,0.000644,0.02231,-0.00221,-0.00041,-0.00619,0.0135
188.412P,fresh,17,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.009788,0.0214,-0.00329,0.005,0.0054,-0.0077
188.412P,fresh,18,140-11-4,Benzylacetat Halal,0.000966,0.01495,-0.00805,-0.00449,0.00041,-0.002
188.412P,fresh,19,105-54-4,Ethylbutyrat Kosher Halal,0.105213,0.01339,-0.00202,-0.00184,-0.00766,0.00186
188.412P,fresh,20,16491-36-4,cis-3-Hexenylbutyrat Halal,0.000585,0.01076,0.00452,0.00068,0.00354,0.00203
188.462KHP,fruity,1,10032-13-0,Hexylisovalerat Halal Kosher,0.004074,1.31717,-0.10655,-0.01838,-0.39232,0.79992
188.462KHP,fruity,2,105-68-0,Isoamylpropionat Halal Kosher,0.002607,1.31717,-0.10655,-0.01838,-0.39232,0.79992
188.462KHP,fruity,3,103-45-7,Phenethylacetat Halal Kosher,0.000978,1.31654,-0.10642,-0.01859,-0.3923,0.79923
188.462KHP,fruity,4,53398-85-9,cis-3-Hexenyl-2-methylbutyrat,0.003259,1.31381,-0.0672,0.0342,-0.4086,0.80382
188.462KHP,fruity,5,33467-74-2,cis-3-Hexenylpropionat,0.015237,1.25255,-0.12232,-0.02574,-0.33056,0.77392
188.462KHP,fruity,6,10032-15-2,Hexyl-2-methylbutyrat Halal Kosher,0.002118,0.99404,-0.0878,-0.0177,-0.36164,0.5269
188.462KHP,fruity,7,659-70-1,Isoamylisovalerat Kosher Halal,0.027703,0.8642,-0.02119,-0.03981,-0.21412,0.58907
188.462KHP,fruity,8,142-92-7,Hexylacetat Kosher Halal,0.016296,0.45578,0.00562,-0.02653,-0.11288,0.31076
188.462KHP,fruity,9,109-60-4,Propylacetat,0.001548,0.39587,-0.04717,-0.02159,-0.11712,0.20999
188.462KHP,fruity,10,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,0.010267,0.3424,-0.00186,-0.01788,-0.08576,0.2369
188.462KHP,fruity,11,108-64-5,Ethylisovalerat Kosher Halal,0.022815,0.27162,0.03717,0.07609,-0.0443,0.11406
188.462KHP,fruity,12,6290-17-1,Fraiston Halal Kosher,0.005867,0.26968,-0.03431,-0.00415,-0.07795,0.15328
188.462KHP,fruity,13,106-27-4,Isoamylbutyrat Halal,0.005541,0.19654,-0.00086,-0.00992,-0.04978,0.13598
188.462KHP,fruity,14,141-97-9,Ethylacetoacetat Halal,0.021185,0.17639,-0.02972,-0.00465,-0.03437,0.10765
188.462KHP,fruity,15,24851-98-7,Methyldihydrojasmonat,0.003259,0.16295,-0.01768,-0.00627,-0.04619,0.09281
188.462KHP,fruity,16,105-37-3,Ethylpropionat Halal,0.013037,0.13111,-0.03037,-0.00993,-0.04419,0.04662
188.462KHP,fruity,17,111-27-3,Hexanol Kosher Halal,0.016541,0.11219,-0.00932,-0.01486,0.01574,0.07228
188.462KHP,fruity,18,118-71-8,Maltol Kosher Halal,0.049426,0.10471,0.01272,0.02511,-0.0225,0.04438
188.462KHP,fruity,19,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.015155,0.10271,0.02005,-0.00046,-0.02753,0.05467
188.462KHP,fruity,20,79-09-4,Propionsäure Kosher Halal,0.027703,0.09096,-0.02542,0.00677,-0.02357,0.03519
188.481KHP,warm,1,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.428629,0.81691,0.14035,0.29837,-0.00597,0.37221
188.481KHP,warm,2,765-70-8,Cycloten Halal Kosher,0.005276,0.23106,-0.07461,0.02733,-0.033,-0.09612
188.481KHP,warm,3,659-70-1,Isoamylisovalerat Kosher Halal,0.009842,0.20641,-0.00506,-0.00951,-0.05114,0.1407
188.481KHP,warm,4,705-86-2,delta-Decalacton Halal Kosher,0.000983,0.19034,-0.00223,0.02512,-0.03987,-0.12313
188.481KHP,warm,5,3142-72-1,2-Methyl-2-pentensäure,0.007674,0.18303,-0.06057,-0.00761,-0.0613,0.05356
188.481KHP,warm,6,4166-20-5,Furaneolacetat Halal Kosher,0.002269,0.15992,-0.05635,0.02839,-0.03008,-0.0451
188.481KHP,warm,7,431-03-8,Diacetyl Halal,0.016786,0.1501,-0.04723,-0.00713,-0.00497,-0.09077
188.481KHP,warm,8,111-27-3,Hexanol Kosher Halal,0.018839,0.1378,-0.01144,-0.01825,0.01933,0.08877
188.481KHP,warm,9,1754-62-7,Methyl-trans-cinnamat Halal,0.081533,0.12287,-0.01592,0.03364,-0.00983,0.06348
188.481KHP,warm,10,142-92-7,Hexylacetat Kosher Halal,0.007444,0.11606,0.00143,-0.00676,-0.02874,0.07913
188.481KHP,warm,11,706-14-9,gamma-Decalacton Kosher Halal,0.00752,0.11557,-0.0035,0.02479,0.02557,-0.06171
188.481KHP,warm,12,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.029194,0.08685,-0.00776,0.00838,0.03232,-0.03839
188.481KHP,warm,13,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.008633,0.07523,-0.01037,-0.02157,-0.00355,-0.03974
188.481KHP,warm,14,116-53-0,2-Methylbuttersäure Halal Kosher,0.004019,0.05967,-0.00589,-0.03498,0.01642,-0.00239
188.481KHP,warm,15,119-36-8,Methylsalicylat Halal,0.000139,0.03953,-0.00074,0.00206,0.00925,-0.02748
188.481KHP,warm,16,142-62-1,Hexansäure kräftig,0.003242,0.03752,0.0034,0.00691,0.009,-0.01821
188.481KHP,warm,17,108-64-5,Ethylisovalerat Kosher Halal,0.007194,0.02959,-0.00405,-0.00829,0.00483,-0.01242
188.481KHP,warm,18,100-52-7,Benzaldehyd Kosher Halal,6.1e-05,0.02926,0.0029,0.00054,0.00812,-0.0177
188.481KHP,warm,19,64-19-7,Essigsäure Halal Kosher,0.001439,0.02769,0.0048,-0.00544,0.00244,0.015
