Rez.-Nr.,Dom_OT,Rank,CAS,Ingredient,Norm_Totalmenge,Total_Contrib,PC1_Contrib,PC2_Contrib,PC3_Contrib,PC4_Contrib
186.277P,fruity,8,142-62-1,Hexansäure kräftig,0.039317,0.05263,-0.00477,-0.00969,-0.01263,0.02555
186.277P,fruity,9,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.006298,0.03958,-0.00773,0.00018,0.01061,-0.02107
186.277P,fruity,10,3658-77-3,Furaneol Halal,0.133314,0.03239,-0.01576,-0.00196,-0.00156,0.01312
186.277P,fruity,11,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.098646,0.03203,0.00286,-0.00309,-0.01192,0.01415
186.277P,fruity,12,118-71-8,Maltol Kosher Halal,0.017657,0.02456,-0.00298,-0.00589,0.00528,-0.01041
186.277P,fruity,13,64-19-7,Essigsäure Halal Kosher,0.004826,0.02313,0.00401,-0.00455,0.00204,0.01253
186.277P,fruity,14,706-14-9,gamma-Decalacton Kosher Halal,0.03043,0.02272,-0.00069,0.00487,0.00503,-0.01213
186.277P,fruity,15,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.053384,0.0185,0.00255,0.0053,0.00087,0.00977
186.277P,fruity,16,105-54-4,Ethylbutyrat Kosher Halal,0.076751,0.0184,0.00278,0.00253,0.01053,-0.00256
186.277P,fruity,17,123-66-0,Ethylhexanoat Halal,0.028546,0.00748,-9e-05,0.00071,0.00443,0.00224
186.293P,odorless,1,626-77-7,Propylhexanoat,0.002184,1.30145,0.46967,0.73744,0.05654,0.0378
186.293P,odorless,2,38462-22-5,"Thiomenthon, natürlich Halal",2.2e-05,0.33356,0.00181,0.09907,0.03907,-0.19361
186.293P,odorless,3,15679-12-6,"2-Ethyl-4-methylthiazol, natürlich",4e-06,0.33356,0.00181,0.09907,0.03907,-0.19361
186.293P,odorless,4,706-14-9,gamma-Decalacton Kosher Halal,0.001272,0.14089,-0.00426,0.03022,0.03117,-0.07524
186.293P,odorless,5,513-86-0,Acetoin 50% in PG Kosher Halal,0.055563,0.13232,-0.0079,0.0118,0.02926,-0.08336
186.293P,odorless,6,14901-07-6,beta-Ionon Halal Kosher,0.000317,0.11982,0.0411,0.06522,0.0105,-0.00301
186.293P,odorless,7,659-70-1,Isoamylisovalerat Kosher Halal,0.000995,0.1194,0.00293,0.0055,0.02958,-0.08139
186.293P,odorless,8,108-64-5,Ethylisovalerat Kosher Halal,0.002684,0.11656,-0.01595,-0.03265,0.01901,-0.04894
186.293P,odorless,9,105-54-4,Ethylbutyrat Kosher Halal,0.006634,0.09672,0.01462,0.01327,0.05535,-0.01347
186.293P,odorless,10,118-71-8,Maltol Kosher Halal,0.001661,0.08965,-0.01089,-0.0215,0.01927,-0.038
186.293P,odorless,11,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.002417,0.08825,-0.01217,-0.0253,-0.00416,-0.04662
186.293P,odorless,12,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.033677,0.07918,-0.00708,0.00764,0.02947,-0.03499
186.293P,odorless,13,111-27-3,Hexanol Kosher Halal,0.000567,0.06577,0.00546,0.00871,-0.00923,-0.04238
186.293P,odorless,14,104-67-6,gamma-Undecalacton Halal,0.011307,0.0623,0.0132,0.03678,-0.0026,-0.00972
186.293P,odorless,15,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.002728,0.04978,-0.00767,0.01163,0.01257,-0.01792
186.293P,odorless,16,123-66-0,Ethylhexanoat Halal,0.001384,0.04971,-0.00061,0.00475,0.02946,0.01488
186.293P,odorless,17,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.000339,0.02997,-0.00515,-0.01095,0.00022,-0.01366
186.293P,odorless,18,16409-45-3,"Menthylacetat, D,L-",0.001734,0.02368,-0.00474,-0.00172,-5e-05,0.01718
186.293P,odorless,19,75-18-3,"Dimethylsulfid, natürlich Kosher Halal BG, V",0.000167,0.02205,-0.0007,-0.00152,0.01685,0.00298
186.293P,odorless,20,5471-51-2,Himbeerketon Halal,0.000128,0.01132,0.00211,0.00115,0.00399,-0.00407
186.395P,warm,1,14901-07-6,beta-Ionon Halal Kosher,0.002497,1.39111,0.47712,0.75714,0.12186,-0.03499
186.395P,warm,2,123-86-4,Butylacetat Kosher Halal,0.003349,0.73673,-0.01729,-0.02615,0.51722,0.17606
186.395P,warm,3,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.004154,0.43864,0.1623,-0.14091,0.11736,0.01806
186.395P,warm,4,513-86-0,Acetoin 50% in PG Kosher Halal,0.140016,0.37999,-0.02268,0.03388,0.08404,-0.23939
186.395P,warm,5,71-36-3,"Butanol, natürlich Halal",0.002112,0.35976,0.03447,0.07577,0.11518,-0.13434
186.395P,warm,6,110-93-0,"Methylheptenon, natürlich Kosher; Halal V;",0.004621,0.35783,0.03522,0.07607,0.11522,-0.13132
186.395P,warm,7,7212-44-4,Nerolidol,0.004049,0.35326,0.0334,0.07234,0.09553,-0.15198
186.395P,warm,8,2639-63-6,Hexylbutyrat Halal Kosher,0.01875,0.26697,0.02684,0.0736,0.09053,-0.076
186.395P,warm,9,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.057757,0.17146,0.0264,-0.04007,-0.04328,0.06171
186.395P,warm,10,6728-26-3,trans-2-Hexenal Kosher Halal,0.001097,0.15323,0.00166,-0.00835,-0.03731,0.10591
186.395P,warm,11,142-92-7,Hexylacetat Kosher Halal,0.000898,0.13511,-0.00166,0.00786,0.03346,-0.09212
186.395P,warm,12,140-11-4,Benzylacetat Halal,0.005169,0.12571,0.06764,0.03779,-0.00344,0.01684
186.395P,warm,13,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.015472,0.10779,0.02104,-0.00048,-0.0289,0.05738
186.395P,warm,14,100-52-7,Benzaldehyd Kosher Halal,0.00154,0.10169,-0.01007,-0.00187,-0.02823,0.06152
186.395P,warm,15,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.133844,0.09227,0.00825,-0.0089,-0.03434,0.04078
186.395P,warm,16,111-27-3,Hexanol Kosher Halal,0.000758,0.06364,0.00528,0.00843,-0.00893,-0.041
186.395P,warm,17,118-71-8,Maltol Kosher Halal,0.01133,0.05031,-0.00611,-0.01206,0.01081,-0.02132
186.395P,warm,18,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.003314,0.02409,-0.00414,-0.0088,0.00018,-0.01098
186.395P,warm,19,3658-77-3,Furaneol Halal,0.103465,0.01553,-0.00756,-0.00094,-0.00075,0.00629
186.395P,warm,20,105-54-4,Ethylbutyrat Kosher Halal,0.080183,0.01457,0.0022,0.002,0.00834,-0.00203
186.396P,fruity,1,14901-07-6,beta-Ionon Halal Kosher,0.002366,1.31488,0.45097,0.71565,0.11519,-0.03307
186.396P,fruity,2,123-86-4,Butylacetat Kosher Halal,0.003177,0.69545,-0.01633,-0.02469,0.48824,0.1662
186.396P,fruity,3,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.003948,0.41249,0.15263,-0.13251,0.11036,0.01699
186.396P,fruity,4,513-86-0,Acetoin 50% in PG Kosher Halal,0.132933,0.35922,-0.02144,0.03203,0.07945,-0.22631
186.396P,fruity,5,71-36-3,"Butanol, natürlich Halal",0.002007,0.34139,0.03271,0.0719,0.1093,-0.12748
186.396P,fruity,6,110-93-0,"Methylheptenon, natürlich Kosher; Halal V;",0.004387,0.33918,0.03338,0.07211,0.10921,-0.12448
186.396P,fruity,7,7212-44-4,Nerolidol,0.003842,0.33453,0.03163,0.06851,0.09047,-0.14393
186.396P,fruity,8,2639-63-6,Hexylbutyrat Halal Kosher,0.0178,0.25299,0.02544,0.06975,0.08578,-0.07202
186.396P,fruity,9,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.054835,0.15972,0.02459,-0.03733,-0.04032,0.05748
186.396P,fruity,10,6728-26-3,trans-2-Hexenal Kosher Halal,0.001037,0.14025,0.00152,-0.00764,-0.03416,0.09694
186.396P,fruity,11,142-92-7,Hexylacetat Kosher Halal,0.000851,0.13694,-0.00169,0.00797,0.03392,-0.09337
186.396P,fruity,12,140-11-4,Benzylacetat Halal,0.004905,0.11688,0.06289,0.03514,-0.0032,0.01566
186.396P,fruity,13,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.014689,0.09522,0.01859,-0.00043,-0.02553,0.05068
186.396P,fruity,14,100-52-7,Benzaldehyd Kosher Halal,0.001462,0.09479,-0.00939,-0.00175,-0.02631,0.05734
186.396P,fruity,15,142-62-1,Hexansäure kräftig,0.050594,0.08082,-0.00732,-0.01488,-0.01939,0.03923
186.396P,fruity,16,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.127071,0.08068,0.00721,-0.00778,-0.03003,0.03566
186.396P,fruity,17,111-27-3,Hexanol Kosher Halal,0.000718,0.06409,0.00532,0.00849,-0.00899,-0.04129
186.396P,fruity,18,118-71-8,Maltol Kosher Halal,0.010757,0.05264,-0.00639,-0.01262,0.01131,-0.02231
186.396P,fruity,19,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.003151,0.02441,-0.00419,-0.00892,0.00018,-0.01112
186.396P,fruity,20,105-54-4,Ethylbutyrat Kosher Halal,0.076131,0.0191,0.00289,0.00262,0.01093,-0.00266
186.490P,fruity,1,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.009797,1.15608,0.42776,-0.37139,0.30931,0.04761
186.490P,fruity,2,124-13-0,Octanal Halal,9.5e-05,0.53514,-0.12852,-0.06715,-0.01721,-0.32226
186.490P,fruity,3,24851-98-7,Methyldihydrojasmonat,0.007488,0.43164,-0.04683,-0.01662,-0.12235,0.24585
186.490P,fruity,4,103-54-8,Cinnamylacetat,0.000355,0.36379,-0.08414,-0.07758,-0.05426,-0.14781
186.490P,fruity,5,6728-26-3,trans-2-Hexenal Kosher Halal,0.002041,0.35761,0.00387,-0.01948,-0.08709,0.24717
186.490P,fruity,6,3301-94-8,delta-Nonalacton,0.002992,0.3034,-0.07002,-0.07308,-0.06567,-0.09464
186.490P,fruity,7,626-82-4,Butylhexanoat Halal,0.001115,0.3034,-0.07002,-0.07308,-0.06567,-0.09464
186.490P,fruity,8,2497-18-9,trans-2-Hexenylacetat Kosher Halal,0.003061,0.27595,-0.06175,-0.03764,-0.10495,0.07161
186.490P,fruity,9,590-86-3,Isovaleraldehyd Halal,0.001591,0.25721,-0.07933,-0.03798,-0.06409,-0.07579
186.490P,fruity,10,118-71-8,Maltol Kosher Halal,0.086165,0.2542,0.03088,0.06096,-0.05463,0.10774
186.490P,fruity,11,120-57-0,Heliotropin Halal,0.000225,0.21475,-0.06118,-0.0467,-0.09167,0.01521
186.490P,fruity,12,93-89-0,Ethylbenzoat,0.003917,0.19213,-0.074,-0.08363,0.00777,-0.02673
186.490P,fruity,13,1754-62-7,Methyl-trans-cinnamat Halal,0.097994,0.15791,-0.02046,0.04323,-0.01263,0.08159
186.490P,fruity,14,142-92-7,Hexylacetat Kosher Halal,0.000579,0.14736,-0.00182,0.00858,0.0365,-0.10047
186.490P,fruity,15,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.112694,0.14272,0.01968,0.04092,0.00673,0.07539
186.490P,fruity,16,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.000251,0.13673,-0.02669,0.00061,0.03665,-0.07278
186.490P,fruity,17,3142-72-1,2-Methyl-2-pentensäure,0.005629,0.13185,-0.04363,-0.00548,-0.04416,0.03858
186.490P,fruity,18,706-14-9,gamma-Decalacton Kosher Halal,0.006165,0.12106,-0.00366,0.02596,0.02679,-0.06465
186.490P,fruity,19,105-54-4,Ethylbutyrat Kosher Halal,0.195997,0.11478,-0.01735,-0.01575,-0.06569,0.01599
186.490P,fruity,20,141-78-6,Ethylacetat Kosher Halal,0.000649,0.09597,-0.04015,0.03469,-0.01696,-0.00417
186.569P,fruity,1,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.054472,0.73431,0.14332,-0.00328,-0.19685,0.39086
186.569P,fruity,2,110-19-0,Isobutylacetat Halal,0.017546,0.50826,0.15907,0.25857,0.02832,-0.0623
186.569P,fruity,3,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.241751,0.27696,0.02475,-0.02672,-0.10307,0.12241
186.569P,fruity,4,141-12-8,Nerylacetat Halal,0.000468,0.23861,0.08593,0.13373,0.00961,0.00933
186.569P,fruity,5,123-38-6,Propionaldehyd Kosher Halal,0.000515,0.22659,-0.00528,0.0472,-0.08308,-0.09103
186.569P,fruity,6,106-30-9,Ethylheptanoat,0.00234,0.2163,-0.03286,-0.01081,-0.0884,-0.08423
186.569P,fruity,7,105-54-4,Ethylbutyrat Kosher Halal,0.267213,0.19432,-0.02938,-0.02667,-0.11121,0.02707
186.569P,fruity,8,116-53-0,2-Methylbuttersäure Halal Kosher,0.182483,0.16327,0.01611,0.0957,-0.04493,0.00654
186.569P,fruity,9,123-66-0,Ethylhexanoat Halal,0.1029,0.10814,0.00133,-0.01034,-0.0641,-0.03238
186.569P,fruity,10,141-78-6,Ethylacetat Kosher Halal,0.001833,0.09027,-0.03776,0.03263,-0.01595,-0.00393
186.569P,fruity,11,706-14-9,gamma-Decalacton Kosher Halal,0.016065,0.08094,-0.00245,0.01736,0.01791,-0.04322
186.569P,fruity,12,67-64-1,Aceton,0.000897,0.066,-0.00076,0.0055,-0.02327,-0.03647
186.569P,fruity,13,142-62-1,Hexansäure kräftig,0.001209,0.0426,0.00386,0.00784,0.01022,-0.02068
186.569P,fruity,14,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.02437,0.04227,-0.00583,-0.01212,-0.00199,-0.02233
186.569P,fruity,15,123-92-2,Isoamylacetat Halal,0.018716,0.01673,0.00274,0.00338,0.00315,-0.00745
186.569P,fruity,16,3658-77-3,Furaneol Halal,0.048756,0.01537,0.00748,0.00093,0.00074,-0.00622
186.569P,fruity,17,64-19-7,Essigsäure Halal Kosher,0.012522,0.01275,0.00221,-0.00251,0.00112,0.00691
186.569P,fruity,18,78-83-1,Isobutanol Halal,0.000273,0.01188,0.00058,-0.00135,0.00446,-0.00548
186.569P,fruity,19,75-07-0,Acetaldehyd Halal Kosher,0.003919,0.00649,0.0002,0.00058,-0.00153,-0.00418
186.569P,fruity,20,107-92-6,Buttersäure Halal Kosher,0.000975,0.00519,0.00048,0.00079,0.0013,0.00261
186.821,odorless,1,67-63-0,Isopropanol Halal,0.000274,0.23709,-0.05458,-0.01017,0.00386,-0.16848
186.821,odorless,2,108-64-5,Ethylisovalerat Kosher Halal,0.001158,0.14598,-0.01998,-0.0409,0.02381,-0.0613
186.821,odorless,3,141-78-6,Ethylacetat Kosher Halal,0.001053,0.09403,-0.03933,0.03399,-0.01662,-0.00409
186.821,odorless,4,706-14-9,gamma-Decalacton Kosher Halal,0.016211,0.08035,-0.00243,0.01723,0.01778,-0.04291
186.821,odorless,5,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.032842,0.07129,0.01098,-0.01666,-0.018,0.02566
186.821,odorless,6,97-62-1,Ethylisobutyrat Halal,1e-05,0.05695,-0.02117,-0.03326,-0.00188,-0.00064
186.821,odorless,7,142-62-1,Hexansäure kräftig,0.002526,0.03931,0.00356,0.00724,0.00943,-0.01908
186.821,odorless,8,105-54-4,Ethylbutyrat Kosher Halal,0.059495,0.03768,0.0057,0.00517,0.02156,-0.00525
186.821,odorless,9,626-77-7,Propylhexanoat,2.1e-05,0.034,-0.01227,-0.01926,-0.00148,-0.00099
186.821,odorless,10,100-52-7,Benzaldehyd Kosher Halal,8e-06,0.03399,0.00337,0.00063,0.00943,-0.02056
186.821,odorless,11,105-57-7,Acetal Halal,0.000737,0.03071,-0.00892,-0.00263,-0.00301,-0.01614
186.821,odorless,12,64-19-7,Essigsäure Halal Kosher,0.001263,0.02793,0.00484,-0.00549,0.00246,0.01513
186.821,odorless,13,123-66-0,Ethylhexanoat Halal,0.050737,0.02703,0.00033,-0.00258,-0.01602,-0.00809
186.821,odorless,14,105-37-3,Ethylpropionat Halal,8e-06,0.00997,0.00231,0.00076,0.00336,-0.00355
186.821,odorless,15,600-14-6,Acetylpropionyl Halal,0.000632,0.00783,0.0016,0.00034,-0.00058,0.00531
186.821,odorless,16,107-92-6,Buttersäure Halal Kosher,0.000842,0.00525,0.00049,0.0008,0.00131,0.00265
186.821,odorless,17,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.042105,0.00512,-0.00071,-0.00147,-0.00024,-0.00271
186.821,odorless,18,75-07-0,Acetaldehyd Halal Kosher,0.000526,0.00392,-0.00012,-0.00035,0.00093,0.00253
186.821,odorless,19,106-30-9,Ethylheptanoat,7.7e-05,0.00313,-0.00048,-0.00016,-0.00128,-0.00122
186.821,odorless,20,109-21-7,Butylbutyrat Halal,3e-06,0.00137,0.00042,0.00011,-0.0,0.00083
186.950P,fruity,1,24851-98-7,Methyldihydrojasmonat,0.020646,1.26767,-0.13754,-0.0488,-0.35931,0.72202
186.950P,fruity,2,7011-83-8,Lactojasmon,0.000908,1.2448,-0.17469,-0.05688,-0.3213,0.69194
186.950P,fruity,3,98-01-1,Furfural Halal,0.018375,1.01652,-0.15283,-0.05901,-0.25353,0.55114
186.950P,fruity,4,1632-73-1,Fenchol Halal,0.006607,1.00351,-0.16056,-0.04567,-0.23507,0.56222
186.950P,fruity,5,61931-81-5,cis-3-Hexenyllactat Halal,0.048106,1.00351,-0.16056,-0.04567,-0.23506,0.56221
186.950P,fruity,6,698-76-0,delta-Octalacton,0.003303,1.00348,-0.16058,-0.04567,-0.23506,0.56216
186.950P,fruity,7,79-69-6,alpha-Iron,0.000908,0.97069,-0.16613,-0.0426,-0.22992,0.53204
186.950P,fruity,8,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,0.016517,0.60203,-0.00327,-0.03144,-0.1508,0.41653
186.950P,fruity,9,66-25-1,Hexanal Kosher Halal,0.002147,0.58181,-0.02651,-0.03195,0.39538,0.12796
186.950P,fruity,10,142-62-1,Hexansäure kräftig,0.222981,0.51161,-0.04636,-0.09419,-0.12274,0.24832
186.950P,fruity,11,3142-72-1,2-Methyl-2-pentensäure,0.011356,0.27519,-0.09106,-0.01144,-0.09216,0.08052
186.950P,fruity,12,118-71-8,Maltol Kosher Halal,0.075359,0.21023,0.02554,0.05041,-0.04518,0.0891
186.950P,fruity,13,5471-51-2,Himbeerketon Halal,0.014659,0.12218,-0.02281,-0.01241,-0.04304,0.04393
186.950P,fruity,14,1754-62-7,Methyl-trans-cinnamat Halal,0.079489,0.11852,-0.01536,0.03244,-0.00948,0.06123
186.950P,fruity,15,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.146589,0.11408,0.0102,-0.01101,-0.04246,0.05042
186.950P,fruity,16,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.004749,0.08336,-0.01149,-0.0239,-0.00393,-0.04404
186.950P,fruity,17,105-54-4,Ethylbutyrat Kosher Halal,0.020646,0.08107,0.01226,0.01113,0.04639,-0.01129
186.950P,fruity,18,706-14-9,gamma-Decalacton Kosher Halal,0.055126,0.07736,0.00234,-0.01659,-0.01712,0.04131
186.950P,fruity,19,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.012388,0.05825,0.01137,-0.00026,-0.01562,0.03101
186.950P,fruity,20,123-66-0,Ethylhexanoat Halal,0.004955,0.04416,-0.00054,0.00422,0.02617,0.01322
186.981P,fruity,1,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.006138,0.69085,0.25562,-0.22194,0.18484,0.02845
186.981P,fruity,2,659-70-1,Isoamylisovalerat Kosher Halal,0.018754,0.53461,-0.01311,-0.02463,-0.13246,0.36442
186.981P,fruity,3,100-52-7,Benzaldehyd Kosher Halal,0.004262,0.34273,-0.03394,-0.00632,-0.09513,0.20734
186.981P,fruity,4,1365-19-1,"Linalooloxid, natürlich Halal",0.000426,0.26794,-0.01781,-0.09425,0.02312,0.13276
186.981P,fruity,5,106-27-4,Isoamylbutyrat Halal,0.006479,0.24617,-0.00107,-0.01243,-0.06235,0.17032
186.981P,fruity,6,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.133706,0.18672,0.02574,0.05354,0.0088,0.09864
186.981P,fruity,7,706-14-9,gamma-Decalacton Kosher Halal,0.080982,0.18215,0.00551,-0.03906,-0.0403,0.09727
186.981P,fruity,8,8008-56-8,Zitronen-Öl italienisch Kosher Halal,0.002344,0.16097,-0.01835,-0.0482,-0.0242,0.07022
186.981P,fruity,9,141-78-6,Ethylacetat Kosher Halal,0.005413,0.073,-0.03054,0.02639,-0.0129,-0.00317
186.981P,fruity,10,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.047524,0.05547,-0.00496,0.00535,0.02065,-0.02452
186.981P,fruity,11,123-86-4,Butylacetat Kosher Halal,0.000511,0.05435,-0.00128,-0.00193,0.03815,0.01299
186.981P,fruity,12,3658-77-3,Furaneol Halal,0.000639,0.04254,0.0207,0.00257,0.00204,-0.01723
186.981P,fruity,13,111-27-3,Hexanol Kosher Halal,0.003239,0.036,0.00299,0.00477,-0.00505,-0.02319
186.981P,fruity,14,140-11-4,Benzylacetat Halal,0.002344,0.03118,0.01678,0.00937,-0.00085,0.00418
186.981P,fruity,15,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.021311,0.02493,0.00384,-0.00583,-0.00629,0.00897
186.981P,fruity,16,142-92-7,Hexylacetat Kosher Halal,0.004944,0.02014,0.00025,-0.00117,-0.00499,0.01373
186.981P,fruity,17,123-66-0,Ethylhexanoat Halal,0.044455,0.01726,0.00021,-0.00165,-0.01023,-0.00517
186.981P,fruity,18,123-92-2,Isoamylacetat Halal,0.012787,0.00905,0.00148,0.00183,0.0017,-0.00403
186.981P,fruity,19,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.008226,0.00861,-0.00168,4e-05,0.00231,-0.00458
186.981P,fruity,20,16491-36-4,cis-3-Hexenylbutyrat Halal,0.000852,0.00849,0.00356,0.00054,0.00279,0.0016
186.985P,fruity,1,7786-61-0,"4-Vinylguajacol 1% in PG, natürlich",4e-05,1.73953,0.92953,-0.67181,0.00646,-0.13172
186.985P,fruity,2,101-97-3,"Ethylphenylacetat, natürlich Halal",7.5e-05,0.65718,0.07694,-0.13243,0.01794,-0.42987
186.985P,fruity,3,89-78-1,"L-Menthol ex Minze, natürlich Halal",4.5e-05,0.65718,0.07694,-0.13243,0.01794,-0.42987
186.985P,fruity,4,102-19-2,"Isoamylphenylacetat, natürlich",1e-05,0.65718,0.07694,-0.13243,0.01794,-0.42987
186.985P,fruity,5,123-68-2,"Allylhexanoat, natürlich Halal",0.000312,0.65718,0.07694,-0.13243,0.01794,-0.42987
186.985P,fruity,6,123-25-1,Diethylsuccinat,0.001358,0.63116,0.05271,-0.12388,0.01766,-0.43692
186.985P,fruity,7,503-74-2,Isovaleriansäure Halal,0.000481,0.21363,0.06925,-0.07146,-0.0331,-0.03982
186.985P,fruity,8,659-70-1,Isoamylisovalerat Kosher Halal,0.000113,0.15186,0.00372,0.007,0.03762,-0.10351
186.985P,fruity,9,108-64-5,Ethylisovalerat Kosher Halal,0.000955,0.1499,-0.02051,-0.04199,0.02445,-0.06294
186.985P,fruity,10,928-96-1,cis-3-Hexen-1-ol Halal Kosher,1.1e-05,0.1368,-0.01223,0.0132,0.05091,-0.06046
186.985P,fruity,11,120-72-9,Indol Halal,3.2e-05,0.11442,-0.00744,-0.02706,-0.03557,-0.04436
186.985P,fruity,12,141-78-6,Ethylacetat Kosher Halal,0.000209,0.09809,-0.04103,0.03546,-0.01734,-0.00427
186.985P,fruity,13,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,1.6e-05,0.09328,-0.01286,-0.02675,-0.0044,-0.04927
186.985P,fruity,14,118-71-8,Maltol Kosher Halal,0.000939,0.09259,-0.01125,-0.0222,0.0199,-0.03924
186.985P,fruity,15,105-54-4,Ethylbutyrat Kosher Halal,0.013767,0.08875,0.01342,0.01218,0.05079,-0.01236
186.985P,fruity,16,2445-77-4,2-Methylbutylisovalerat,5e-06,0.08591,-0.00035,0.00368,0.0221,-0.05979
186.985P,fruity,17,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",5.4e-05,0.08258,-0.03055,0.02653,-0.02209,-0.0034
186.985P,fruity,18,106-27-4,Isoamylbutyrat Halal,0.000459,0.07237,0.00032,0.00365,0.01833,-0.05007
186.985P,fruity,19,60-12-8,Phenethylalkohol Halal,3.2e-05,0.06723,-0.02901,0.02141,0.00482,-0.012
186.985P,fruity,20,116-53-0,2-Methylbuttersäure Halal Kosher,3e-05,0.06466,-0.00638,-0.0379,0.01779,-0.00259
187.004P,fresh,1,60-12-8,Phenethylalkohol Halal,0.075097,5.33956,2.3039,-1.70011,-0.38255,0.95301
187.004P,fresh,2,124-19-6,"Nonanal, natürlich Halal",0.000216,4.8604,2.70673,-1.92558,0.01187,-0.21622
187.004P,fresh,3,90045-28-6,Wintergrün-Öl China,0.000237,4.8604,2.70673,-1.92558,0.01187,-0.21622
187.004P,fresh,4,1192-62-7,"2-Acetylfuran, natürlich",0.002551,4.8604,2.70673,-1.92558,0.01187,-0.21622
187.004P,fresh,5,119-84-6,"Dihydrocoumarin, natürlich Kosher Halal, BG",0.017147,4.8604,2.70673,-1.92558,0.01187,-0.21622
187.004P,fresh,6,123-35-3,"Myrcen, natürlich Halal BG V",6.2e-05,4.8604,2.70673,-1.92558,0.01187,-0.21622
187.004P,fresh,7,96-48-0,"gamma-Butyrolacton, natürlich",0.001749,4.8604,2.70673,-1.92558,0.01187,-0.21622
187.004P,fresh,8,97-53-0,Eugenol Halal,0.038644,4.727,2.71725,-1.71153,0.04216,-0.25605
187.004P,fresh,9,122-78-1 /  64-17-5,"Phenylacetaldehyd 10% in Ethanol, natürlich",0.019173,4.65886,2.52058,-1.80952,0.07338,-0.25538
187.004P,fresh,10,7786-61-0,"4-Vinylguajacol 1% in PG, natürlich",0.0001,4.42808,2.36618,-1.71014,0.01645,-0.33531
187.004P,fresh,11,68647-72-3,"Orangenterpene, natürlich Kosher Halal BG V",0.074737,3.21829,1.76729,-1.29491,0.01043,-0.14566
187.004P,fresh,12,120-51-4,Benzylbenzoat Halal,0.023472,2.9644,2.73899,-0.06242,0.10278,-0.06022
187.004P,fresh,13,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.008774,1.02602,0.37964,-0.32961,0.27452,0.04225
187.004P,fresh,14,141-78-6,Ethylacetat Kosher Halal,0.211334,0.91989,0.38481,-0.33251,0.16256,0.04001
187.004P,fresh,15,140-11-4,Benzylacetat Halal,0.013197,0.39436,0.21219,0.11855,-0.0108,0.05282
187.004P,fresh,16,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.023349,0.23434,0.04574,-0.00105,-0.06282,0.12473
187.004P,fresh,17,100-51-6,Benzylalkohol Halal,0.003271,0.17174,0.06558,0.09321,0.00686,0.00609
187.004P,fresh,18,706-14-9,gamma-Decalacton Kosher Halal,0.07231,0.147,0.00445,-0.03153,-0.03253,0.0785
187.004P,fresh,19,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.141184,0.10483,0.00937,-0.01012,-0.03901,0.04633
187.004P,fresh,20,27538-09-6 ,Ethylfuraneol Kosher Halal,0.00287,0.07518,0.02613,-0.00029,-0.0168,0.03196
187.015P,fruity,1,539-90-2,Isobutylbutyrat Kosher Halal,0.079459,5.09887,-0.13073,-0.22458,3.46952,1.27404
187.015P,fruity,2,20702-77-6,Neohesperidindihydrochalcon FMP Halal,3.7e-05,5.09887,-0.13073,-0.22458,3.46952,1.27404
