Rez.-Nr.,Rank,CAS,Ingredient,Norm_Totalmenge,Total_Contrib,PC1_Contrib,PC2_Contrib,PC3_Contrib,PC4_Contrib
186.190P,6,1754-62-7,Methyl-trans-cinnamat Halal,0.132256,1.27873,0.1955,0.46588,0.41108,-0.20627
186.190P,7,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.344461,1.18866,0.18525,0.87707,0.09309,0.03325
186.190P,8,24851-98-7,Methyldihydrojasmonat,0.004019,1.15133,-0.13417,0.76973,0.02026,-0.22717
186.190P,9,106-30-9,Ethylheptanoat,8.9e-05,1.11067,-0.39522,0.09836,-0.20697,-0.41012
186.190P,10,16409-45-3,"Menthylacetat, D,L-",0.0001,0.99239,-0.36479,0.09186,-0.1952,-0.34053
186.190P,11,100-52-7,Benzaldehyd Kosher Halal,0.002997,0.84001,0.15006,0.64818,-0.02062,-0.02115
186.190P,12,116-53-0,2-Methylbuttersäure Halal Kosher,0.105459,0.34938,0.19304,0.05331,-0.09598,0.00705
186.190P,13,105-54-4,Ethylbutyrat Kosher Halal,0.045725,0.30159,-0.17663,0.08422,-0.0007,0.04003
186.190P,14,123-66-0,Ethylhexanoat Halal,0.007615,0.28884,-0.13175,0.06762,-0.01878,0.07069
186.190P,15,659-70-1,Isoamylisovalerat Kosher Halal,0.000444,0.20707,-0.04793,-0.04866,0.02915,-0.08133
186.190P,16,142-92-7,Hexylacetat Kosher Halal,0.000155,0.18915,-0.02373,-0.03919,-0.05152,-0.0747
186.190P,17,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.000455,0.18534,-0.07041,-0.01743,-0.07085,0.02664
186.190P,18,3658-77-3,Furaneol Halal,0.011876,0.15149,-0.00039,-0.05517,-0.04191,-0.05402
186.190P,19,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.027497,0.13495,-0.07261,0.01437,0.03767,0.0103
186.190P,20,142-62-1,Hexansäure kräftig,0.007216,0.13282,-0.08525,0.00556,0.04055,-0.00147
186.192,1,706-14-9,gamma-Decalacton Kosher Halal,0.217035,2.70179,0.7887,1.28635,-0.06407,-0.56267
186.192,2,98-01-1,Furfural Halal,0.006147,2.68583,-0.03865,1.76713,0.1452,-0.73485
186.192,3,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,0.038718,2.45139,-0.02356,1.63995,0.13194,-0.65594
186.192,4,1754-62-7,Methyl-trans-cinnamat Halal,0.1369,1.33517,0.20413,0.48644,0.42923,-0.21538
186.192,5,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.357089,1.2446,0.19397,0.91834,0.09748,0.03481
186.192,6,24851-98-7,Methyldihydrojasmonat,0.004275,1.2298,-0.14332,0.82219,0.02164,-0.24266
186.192,7,100-52-7,Benzaldehyd Kosher Halal,0.003191,0.90111,0.16098,0.69532,-0.02212,-0.02268
186.192,8,123-66-0,Ethylhexanoat Halal,0.003437,0.33213,-0.1515,0.07776,-0.02159,0.08129
186.192,9,105-54-4,Ethylbutyrat Kosher Halal,0.044644,0.30763,-0.18017,0.08591,-0.00071,0.04084
186.192,10,116-53-0,2-Methylbuttersäure Halal Kosher,0.089534,0.24522,0.13549,0.03742,-0.06737,0.00495
186.192,11,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.027631,0.13389,-0.07204,0.01426,0.03738,0.01022
186.192,12,3658-77-3,Furaneol Halal,0.028752,0.10917,-0.00028,-0.03976,-0.0302,-0.03893
186.192,13,118-71-8,Maltol Kosher Halal,0.006406,0.04736,-0.00804,-0.02334,-0.00278,-0.0132
186.192,14,108-64-5,Ethylisovalerat Kosher Halal,0.010299,0.02913,0.00599,-0.00604,-0.00645,0.01064
186.192,15,141-78-6,Ethylacetat Kosher Halal,0.025784,0.01819,0.00555,-0.0024,0.00874,-0.0015
186.192,16,134-20-3,Methylanthranilat Halal,0.000158,0.00739,-0.00359,0.00047,-0.00233,0.001
186.277P,1,110-19-0,Isobutylacetat Halal,0.029665,1.82752,0.92481,-0.46081,0.24664,-0.19526
186.277P,2,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.211889,1.58066,0.03162,-0.27708,0.54337,0.72859
186.277P,3,64-18-6,"Ameisensäure 80%, natürlich Kosher, Halal",0.005886,1.26673,0.16021,0.02167,0.7724,0.31245
186.277P,4,142-92-7,Hexylacetat Kosher Halal,0.024132,1.22104,0.15322,0.25298,0.33261,0.48222
186.277P,5,116-53-0,2-Methylbuttersäure Halal Kosher,0.163626,0.72987,0.40327,0.11138,-0.20051,0.01472
186.277P,6,142-62-1,Hexansäure kräftig,0.039317,0.46505,0.29848,-0.01946,-0.14197,0.00515
186.277P,7,111-27-3,Hexanol Kosher Halal,0.016304,0.43014,0.04188,0.13062,-0.08256,0.17507
186.277P,8,1754-62-7,Methyl-trans-cinnamat Halal,0.059329,0.39238,0.05999,0.14295,0.12614,-0.06329
186.277P,9,3658-77-3,Furaneol Halal,0.133314,0.15306,0.0004,0.05574,0.04235,0.05458
186.277P,10,105-54-4,Ethylbutyrat Kosher Halal,0.076751,0.12808,-0.07502,0.03577,-0.0003,0.017
186.277P,11,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.098646,0.09981,0.01555,0.07364,0.00782,0.00279
186.277P,12,64-19-7,Essigsäure Halal Kosher,0.004826,0.09638,0.00062,0.02352,-0.06269,-0.00955
186.277P,13,123-66-0,Ethylhexanoat Halal,0.028546,0.07193,-0.03281,0.01684,-0.00468,0.01761
186.277P,14,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.053384,0.06886,0.03705,-0.00733,-0.01922,-0.00525
186.277P,15,706-14-9,gamma-Decalacton Kosher Halal,0.03043,0.05115,-0.01493,-0.02435,0.00121,0.01065
186.277P,16,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.006298,0.03673,-0.01395,-0.00346,-0.01404,0.00528
186.277P,17,118-71-8,Maltol Kosher Halal,0.017657,0.01696,-0.00288,-0.00836,-0.001,-0.00473
186.821,1,626-77-7,Propylhexanoat,2.1e-05,2.55719,-0.82344,-0.36495,-0.64762,-0.72118
186.821,2,67-63-0,Isopropanol Halal,0.000274,2.53275,-0.81601,-0.35633,-0.64254,-0.71787
186.821,3,106-30-9,Ethylheptanoat,7.7e-05,0.94543,-0.33642,0.08373,-0.17618,-0.34911
186.821,4,706-14-9,gamma-Decalacton Kosher Halal,0.016211,0.26092,-0.07617,-0.12423,0.00619,0.05434
186.821,5,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.032842,0.24343,0.05447,-0.07953,-0.09871,-0.01072
186.821,6,105-54-4,Ethylbutyrat Kosher Halal,0.059495,0.22458,-0.13153,0.06272,-0.00052,0.02981
186.821,7,142-62-1,Hexansäure kräftig,0.002526,0.22015,-0.1413,0.00921,0.06721,-0.00244
186.821,8,141-78-6,Ethylacetat Kosher Halal,0.001053,0.18479,-0.05641,0.02437,-0.08876,0.01525
186.821,9,123-66-0,Ethylhexanoat Halal,0.050737,0.15802,0.07208,-0.03699,0.01027,-0.03867
186.821,10,105-57-7,Acetal Halal,0.000737,0.13729,-0.02197,-0.04232,-0.04606,-0.02694
186.821,11,108-64-5,Ethylisovalerat Kosher Halal,0.001158,0.11491,-0.02364,0.02384,0.02546,-0.04196
186.821,12,64-19-7,Essigsäure Halal Kosher,0.001263,0.11399,0.00074,0.02781,-0.07415,-0.01129
186.821,13,100-52-7,Benzaldehyd Kosher Halal,8e-06,0.10451,-0.01867,-0.08065,0.00257,0.00263
186.821,14,105-37-3,Ethylpropionat Halal,8e-06,0.03144,-0.00562,0.01759,0.0071,0.00113
186.821,15,107-92-6,Buttersäure Halal Kosher,0.000842,0.02823,0.00388,0.01214,0.01181,-0.00041
186.821,16,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.042105,0.01994,-0.01073,0.00212,0.00557,0.00152
186.821,17,97-62-1,Ethylisobutyrat Halal,1e-05,0.01144,0.00177,0.00631,0.00221,0.00114
186.821,18,75-07-0,Acetaldehyd Halal Kosher,0.000526,0.01022,0.00076,-0.00204,-0.00508,0.00234
186.821,19,109-21-7,Butylbutyrat Halal,3e-06,0.00812,0.0019,-0.00433,0.00145,-0.00044
186.821,20,600-14-6,Acetylpropionyl Halal,0.000632,1e-05,-1e-05,-1e-05,0.0,0.0
186.981P,1,2639-63-6,Hexylbutyrat Halal Kosher,8.5e-05,4.12627,1.09315,1.09814,-1.43425,0.50072
186.981P,2,8008-56-8,Zitronen-Öl italienisch Kosher Halal,0.002344,4.12627,1.09315,1.09814,-1.43425,0.50072
186.981P,3,1365-19-1,"Linalooloxid, natürlich Halal",0.000426,4.12627,1.09315,1.09814,-1.43425,0.50072
186.981P,4,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.006138,3.77101,0.7496,1.01882,-1.48775,0.51484
186.981P,5,659-70-1,Isoamylisovalerat Kosher Halal,0.018754,1.57491,0.36451,0.37012,-0.2217,0.61859
186.981P,6,123-86-4,Butylacetat Kosher Halal,0.000511,1.30735,0.30933,0.31317,-0.42578,0.25907
186.981P,7,100-52-7,Benzaldehyd Kosher Halal,0.004262,1.23971,0.22147,0.9566,-0.03044,-0.03121
186.981P,8,123-92-2,Isoamylacetat Halal,0.012787,1.19502,0.61944,-0.1119,0.04854,-0.41514
186.981P,9,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.133706,0.70124,0.37729,-0.07469,-0.19574,-0.05351
186.981P,10,706-14-9,gamma-Decalacton Kosher Halal,0.080982,0.69463,0.20278,0.33072,-0.01647,-0.14466
186.981P,11,106-27-4,Isoamylbutyrat Halal,0.006479,0.24455,0.08045,-0.02208,0.02388,0.11814
186.981P,12,3658-77-3,Furaneol Halal,0.000639,0.17967,-0.00046,-0.06543,-0.04971,-0.06407
186.981P,13,141-78-6,Ethylacetat Kosher Halal,0.005413,0.149,-0.04548,0.01965,-0.07157,0.0123
186.981P,14,142-62-1,Hexansäure kräftig,0.021609,0.13526,0.08681,-0.00566,-0.04129,0.0015
186.981P,15,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.047524,0.12665,-0.01974,-0.09345,-0.00992,-0.00354
186.981P,16,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.021311,0.09711,0.02173,-0.03173,-0.03938,-0.00428
186.981P,17,123-66-0,Ethylhexanoat Halal,0.044455,0.09292,0.04239,-0.02175,0.00604,-0.02274
186.981P,18,142-92-7,Hexylacetat Kosher Halal,0.004944,0.0925,0.01161,0.01917,0.0252,0.03653
186.981P,19,111-27-3,Hexanol Kosher Halal,0.003239,0.08034,-0.00782,-0.0244,0.01542,-0.0327
186.981P,20,16491-36-4,cis-3-Hexenylbutyrat Halal,0.000852,0.03402,0.00391,0.00198,-0.01955,-0.00858
187.064P,1,106-27-4,Isoamylbutyrat Halal,0.033859,1.54862,0.50942,-0.13983,0.15122,0.74814
187.064P,2,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.104188,1.14874,0.25706,-0.37531,-0.46579,-0.05059
187.064P,3,706-14-9,gamma-Decalacton Kosher Halal,0.104188,1.03698,0.30271,0.49372,-0.02459,-0.21596
187.064P,4,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.040111,0.82329,0.31277,0.07745,0.31471,-0.11836
187.064P,5,105-54-4,Ethylbutyrat Kosher Halal,0.192755,0.52063,0.30492,-0.14539,0.0012,-0.06911
187.064P,6,3658-77-3,Furaneol Halal,0.234428,0.40665,0.00105,0.14809,0.11251,0.145
187.064P,7,108-64-5,Ethylisovalerat Kosher Halal,0.033859,0.40039,0.08238,-0.08308,-0.08872,0.14622
187.064P,8,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.093771,0.38683,0.20813,-0.0412,-0.10798,-0.02952
187.064P,9,120-72-9,Indol Halal,5.5e-05,0.34998,0.14371,-0.07145,-0.02934,0.10547
187.064P,10,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.002602,0.32563,-0.05075,-0.24027,-0.0255,-0.00911
187.064P,11,142-62-1,Hexansäure kräftig,0.023443,0.1694,0.10873,-0.00709,-0.05171,0.00187
187.064P,12,134-20-3,Methylanthranilat Halal,0.001039,0.152,-0.07383,0.00968,-0.04782,0.02066
187.064P,13,123-66-0,Ethylhexanoat Halal,0.049488,0.14508,0.06618,-0.03396,0.00943,-0.03551
187.064P,14,116-53-0,2-Methylbuttersäure Halal Kosher,0.036469,0.1019,-0.0563,-0.01555,0.02799,-0.00206
187.064P,15,64-19-7,Essigsäure Halal Kosher,0.018231,0.03013,0.00019,0.00735,-0.0196,-0.00298
187.064P,16,8022-96-6,Jasmin-Absolue (blumig) Halal,0.000258,0.02429,0.00876,-0.00073,-0.01252,-0.00229
187.064P,17,107-92-6,Buttersäure Halal Kosher,0.007814,0.01483,0.00204,0.00637,0.0062,-0.00021
187.064P,18,141-78-6,Ethylacetat Kosher Halal,0.023443,0.00102,-0.00031,0.00013,-0.00049,8e-05
187.119P,1,91722-21-3,Stevia-Aroma (FMP; 4% Reb A; MD) Halal,0.095477,0.70311,-0.42313,-0.18328,-0.08174,0.01496
187.119P,2,8031-03-6,Mimosa-Absolue,2.9e-05,0.70311,-0.42313,-0.18328,-0.08174,0.01496
187.119P,3,105-54-4,Ethylbutyrat Kosher Halal,0.005315,0.52757,-0.30899,0.14733,-0.00122,0.07003
187.119P,4,706-14-9,gamma-Decalacton Kosher Halal,0.001846,0.47284,-0.13803,-0.22512,0.01121,0.09847
187.119P,5,123-66-0,Ethylhexanoat Halal,0.001082,0.35654,-0.16263,0.08347,-0.02318,0.08726
187.119P,6,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.003437,0.32438,-0.17453,0.03455,0.09055,0.02475
187.119P,7,116-53-0,2-Methylbuttersäure Halal Kosher,0.003867,0.31516,-0.17413,-0.04809,0.08658,-0.00636
187.119P,8,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.00557,0.31249,-0.0487,-0.23057,-0.02447,-0.00874
187.119P,9,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.000382,0.1872,-0.07112,-0.01761,-0.07156,0.02691
187.119P,10,111-27-3,Hexanol Kosher Halal,0.000764,0.17707,-0.01724,-0.05377,0.03399,-0.07207
187.119P,11,53398-85-9,cis-3-Hexenyl-2-methylbutyrat,3.2e-05,0.17062,0.04659,-0.01606,0.03998,-0.06799
187.119P,12,3658-77-3,Furaneol Halal,0.004296,0.1705,-0.00044,-0.06209,-0.04717,-0.0608
187.119P,13,142-92-7,Hexylacetat Kosher Halal,0.000509,0.16834,-0.02112,-0.03488,-0.04586,-0.06648
187.119P,14,659-70-1,Isoamylisovalerat Kosher Halal,0.000923,0.16046,-0.03714,-0.03771,0.02259,-0.06302
187.119P,15,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.001496,0.13891,-0.00278,0.02435,-0.04775,-0.06403
187.119P,16,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.004169,0.1204,-0.02694,0.03934,0.04882,0.0053
187.119P,17,108-64-5,Ethylisovalerat Kosher Halal,0.001146,0.1151,-0.02368,0.02388,0.0255,-0.04203
187.119P,18,142-62-1,Hexansäure kräftig,0.008307,0.1125,-0.07221,0.00471,0.03434,-0.00124
187.119P,19,100-52-7,Benzaldehyd Kosher Halal,1.6e-05,0.10201,-0.01822,-0.07872,0.0025,0.00257
187.119P,20,431-03-8,Diacetyl Halal,0.000159,0.06574,-0.00193,0.01604,-0.01618,-0.03158
187.167P,1,103-36-6,Ethylcinnamat Halal,0.0009,2.30118,0.98424,-0.67702,-0.1663,-0.47361
187.167P,2,8016-03-3,Davana-Öl,0.0079,2.09494,0.80817,-0.69542,-0.19246,-0.39889
187.167P,3,78-83-1,Isobutanol Halal,0.00073,1.75851,0.80467,-0.47754,0.00572,-0.47057
187.167P,4,123-66-0,Ethylhexanoat Halal,0.178,1.47681,0.67364,-0.34574,0.096,-0.36143
187.167P,5,105-54-4,Ethylbutyrat Kosher Halal,0.3362,1.32279,0.77474,-0.36941,0.00306,-0.17559
187.167P,6,116-53-0,2-Methylbuttersäure Halal Kosher,0.158,0.69307,0.38293,0.10576,-0.1904,0.01398
187.167P,7,110-19-0,Isobutylacetat Halal,0.0115,0.66452,0.33628,-0.16756,0.08968,-0.071
187.167P,8,142-62-1,Hexansäure kräftig,0.0434,0.54109,0.34728,-0.02264,-0.16518,0.00599
187.167P,9,123-92-2,Isoamylacetat Halal,0.0059,0.47166,0.24449,-0.04416,0.01916,-0.16385
187.167P,10,141-78-6,Ethylacetat Kosher Halal,0.0672,0.35812,0.10932,-0.04723,0.17202,-0.02956
187.167P,11,431-03-8,Diacetyl Halal,0.0026,0.33191,0.00974,-0.081,0.08171,0.15944
187.167P,12,706-14-9,gamma-Decalacton Kosher Halal,0.056,0.32608,0.09519,0.15525,-0.00773,-0.06791
187.167P,13,1754-62-7,Methyl-trans-cinnamat Halal,0.0462,0.23281,0.03559,0.08482,0.07484,-0.03755
187.167P,14,67-64-1,Aceton,0.00018,0.13078,0.05655,-0.02785,0.01029,-0.03609
187.167P,15,64-19-7,Essigsäure Halal Kosher,0.0022,0.10936,0.00071,0.02668,-0.07114,-0.01083
187.167P,16,27625-35-0 ,Isoamyl-2-methylbutyrat,0.0013,0.08377,0.00862,0.03611,0.00709,0.03195
187.167P,17,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.00831,0.08321,-0.00166,0.01459,-0.02861,-0.03836
187.167P,18,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.055,0.08158,0.04389,-0.00869,-0.02277,-0.00623
187.167P,19,108-64-5,Ethylisovalerat Kosher Halal,0.0047,0.0591,-0.01216,0.01226,0.01309,-0.02158
187.167P,20,118-71-8,Maltol Kosher Halal,0.01,0.03765,-0.00639,-0.01855,-0.00221,-0.0105
187.246P,1,123-92-2,Isoamylacetat Halal,0.015674,1.49835,0.77667,-0.1403,0.06086,-0.52052
187.246P,2,142-62-1,Hexansäure kräftig,0.078372,1.19242,0.76532,-0.04988,-0.36402,0.0132
187.246P,3,141-78-6,Ethylacetat Kosher Halal,0.114423,0.74571,0.22764,-0.09834,0.35818,-0.06155
187.246P,4,110-19-0,Isobutylacetat Halal,0.011364,0.65581,0.33187,-0.16536,0.08851,-0.07007
187.246P,5,66-25-1,Hexanal Kosher Halal,0.002194,0.5214,0.25209,0.08133,0.09528,0.0927
187.246P,6,64-19-7,Essigsäure Halal Kosher,0.084938,0.29953,-0.00193,-0.07309,0.19485,0.02967
187.246P,7,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.009143,0.29666,-0.04623,-0.21889,-0.02323,-0.0083
187.246P,8,3658-77-3,Furaneol Halal,0.003174,0.17332,-0.00045,-0.06312,-0.04795,-0.0618
187.246P,9,123-66-0,Ethylhexanoat Halal,0.023512,0.12411,-0.05661,0.02906,-0.00807,0.03037
187.246P,10,105-54-4,Ethylbutyrat Kosher Halal,0.117558,0.10012,0.05864,-0.02796,0.00023,-0.01329
187.246P,11,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.007053,0.0838,-0.01875,0.02738,0.03398,0.00369
187.246P,12,116-53-0,2-Methylbuttersäure Halal Kosher,0.062698,0.06967,0.03849,0.01063,-0.01914,0.00141
187.246P,13,75-07-0,Acetaldehyd Halal Kosher,0.003527,0.06729,-0.00503,0.01343,0.03343,-0.01541
187.246P,14,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.039186,0.04292,-0.02309,0.00457,0.01198,0.00328
187.246P,15,706-14-9,gamma-Decalacton Kosher Halal,0.035267,0.02022,0.0059,0.00963,-0.00048,-0.00421
187.246P,16,64-18-6,"Ameisensäure 80%, natürlich Kosher, Halal",5.5e-05,0.01678,-0.00212,-0.00029,-0.01023,-0.00414
187.365,1,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,0.017054,1.03822,-0.00998,0.69455,0.05588,-0.27781
187.365,2,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.040119,0.82351,0.31285,0.07747,0.3148,-0.11839
187.365,3,118-71-8,Maltol Kosher Halal,0.23789,0.57796,0.09807,0.28483,0.03392,0.16115
187.365,4,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.050893,0.47248,0.10573,-0.15437,-0.19158,-0.02081
187.365,5,3658-77-3,Furaneol Halal,0.251546,0.44958,0.00116,0.16373,0.12439,0.16031
187.365,6,590-86-3,Isovaleraldehyd Halal,0.00029,0.30152,0.11528,0.009,-0.11071,0.06653
187.365,7,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.07971,0.27612,0.14856,-0.02941,-0.07708,-0.02107
187.365,8,123-66-0,Ethylhexanoat Halal,0.009695,0.26728,-0.12192,0.06257,-0.01737,0.06541
187.365,9,105-54-4,Ethylbutyrat Kosher Halal,0.055276,0.24817,-0.14535,0.06931,-0.00057,0.03294
187.365,10,142-92-7,Hexylacetat Kosher Halal,0.007489,0.24216,0.03039,0.05017,0.06597,0.09564
187.365,11,142-62-1,Hexansäure kräftig,0.02667,0.2295,0.1473,-0.0096,-0.07006,0.00254
187.365,12,64-19-7,Essigsäure Halal Kosher,0.063354,0.19287,-0.00124,-0.04706,0.12546,0.0191
187.365,13,141-78-6,Ethylacetat Kosher Halal,0.000379,0.19032,-0.0581,0.0251,-0.09141,0.01571
187.365,14,706-14-9,gamma-Decalacton Kosher Halal,0.022336,0.17055,-0.04979,-0.0812,0.00404,0.03552
187.365,15,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.04634,0.13189,-0.02056,-0.09732,-0.01033,-0.00369
187.365,16,116-53-0,2-Methylbuttersäure Halal Kosher,0.063853,0.07723,0.04267,0.01179,-0.02122,0.00156
187.365,17,67-64-1,Aceton,0.00012,0.07435,0.03215,-0.01583,0.00585,-0.02052
187.365,18,75-07-0,Acetaldehyd Halal Kosher,0.002841,0.04957,-0.00371,0.00989,0.02462,-0.01135
187.365,19,78-83-1,Isobutanol Halal,4e-05,0.02262,0.01035,-0.00614,7e-05,-0.00605
187.365,20,107-92-6,Buttersäure Halal Kosher,0.023794,0.0159,-0.00218,-0.00684,-0.00665,0.00023
187.414P,1,123-92-2,Isoamylacetat Halal,0.010842,0.99079,0.51358,-0.09277,0.04025,-0.34419
187.414P,2,64-19-7,Essigsäure Halal Kosher,0.139772,0.57052,-0.00368,-0.13921,0.37112,0.0565
187.414P,3,8016-03-3,Davana-Öl,0.002232,0.52825,0.20378,-0.17535,-0.04853,-0.10058
187.414P,4,706-14-9,gamma-Decalacton Kosher Halal,0.008337,0.37708,-0.11007,-0.17953,0.00894,0.07853
187.414P,5,123-66-0,Ethylhexanoat Halal,0.002273,0.34419,-0.157,0.08058,-0.02237,0.08424
187.414P,6,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.011299,0.26248,-0.14122,0.02796,0.07327,0.02003
187.414P,7,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.024369,0.22921,-0.03572,-0.16913,-0.01795,-0.00641
187.414P,8,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.001631,0.1378,-0.00276,0.02416,-0.04737,-0.06352
187.414P,9,141-78-6,Ethylacetat Kosher Halal,0.010918,0.10382,-0.03169,0.01369,-0.04987,0.00857
187.414P,10,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.004136,0.09171,-0.03484,-0.00863,-0.03506,0.01318
187.414P,11,103-36-6,Ethylcinnamat Halal,4.9e-05,0.07141,0.03054,-0.02101,-0.00516,-0.0147
187.414P,12,105-54-4,Ethylbutyrat Kosher Halal,0.11221,0.07021,0.04112,-0.01961,0.00016,-0.00932
187.414P,13,16491-36-4,cis-3-Hexenylbutyrat Halal,0.000266,0.05294,0.00609,0.00307,-0.03042,-0.01336
187.414P,14,120-72-9,Indol Halal,8e-06,0.04126,0.01694,-0.00842,-0.00346,0.01243
187.414P,15,64-18-6,"Ameisensäure 80%, natürlich Kosher, Halal",4e-06,0.02797,-0.00354,-0.00048,-0.01705,-0.0069
187.414P,16,5471-51-2,Himbeerketon Halal,0.000764,0.0255,-0.00827,0.00691,-0.00419,0.00613
187.414P,17,513-86-0,Acetoin 50% in PG Kosher Halal,1.5e-05,0.02204,0.0073,-8e-05,-0.01394,0.00072
187.414P,18,100-52-7,Benzaldehyd Kosher Halal,0.000401,0.01969,0.00352,0.01519,-0.00048,-0.0005
187.414P,19,123-51-3,Isoamylalkohol Kosher Halal,0.0003,0.01632,-0.00592,0.00182,0.00718,0.00139
187.414P,20,8022-96-6,Jasmin-Absolue (blumig) Halal,7.2e-05,0.01468,-0.00529,0.00044,0.00756,0.00138
187.483P,1,78-83-1,Isobutanol Halal,0.001163,2.84858,1.30347,-0.77357,0.00927,-0.76227
187.483P,2,67-64-1,Aceton,0.003051,2.82304,1.22069,-0.60121,0.22216,-0.77897
187.483P,3,50-81-7,"Vitamin C (Ascorbinsäure E300) Kosher Halal, BG",0.02195,2.61589,1.11113,-0.53238,0.2424,-0.72998
187.483P,4,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.065059,1.45783,0.55384,0.13714,0.55728,-0.20958
187.483P,5,123-92-2,Isoamylacetat Halal,0.013784,1.29982,0.67376,-0.12171,0.0528,-0.45155
187.483P,6,110-19-0,Isobutylacetat Halal,0.013192,0.77284,0.39109,-0.19487,0.1043,-0.08257
187.483P,7,105-54-4,Ethylbutyrat Kosher Halal,0.229308,0.72504,0.42464,-0.20247,0.00168,-0.09624
187.483P,8,116-53-0,2-Methylbuttersäure Halal Kosher,0.158915,0.69906,0.38624,0.10667,-0.19205,0.0141
187.483P,9,141-78-6,Ethylacetat Kosher Halal,0.102461,0.64753,0.19767,-0.0854,0.31102,-0.05345
187.483P,10,123-66-0,Ethylhexanoat Halal,0.094866,0.61532,0.28068,-0.14406,0.04,-0.15059
187.483P,11,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.161988,0.38038,0.05928,0.28067,0.02979,0.01064
187.483P,12,706-14-9,gamma-Decalacton Kosher Halal,0.013411,0.30222,-0.08822,-0.14389,0.00717,0.06294
187.483P,13,3658-77-3,Furaneol Halal,0.024229,0.12051,-0.00031,-0.04389,-0.03334,-0.04297
187.483P,14,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.051647,0.05519,0.02969,-0.00588,-0.0154,-0.00421
187.483P,15,142-62-1,Hexansäure kräftig,0.011897,0.04564,-0.02929,0.00191,0.01393,-0.00051
187.483P,16,64-19-7,Essigsäure Halal Kosher,0.02983,0.02719,-0.00018,-0.00663,0.01769,0.00269
187.483P,17,123-51-3,Isoamylalkohol Kosher Halal,4.4e-05,0.02041,-0.0074,0.00228,0.00898,0.00174
187.483P,18,75-07-0,Acetaldehyd Halal Kosher,0.001558,0.01644,-0.00123,0.00328,0.00817,-0.00376
187.483P,19,66-25-1,Hexanal Kosher Halal,2.2e-05,0.01281,-0.00619,-0.002,-0.00234,-0.00228
187.483P,20,140-11-4,Benzylacetat Halal,0.001602,0.01009,-0.00206,0.00155,0.00562,0.00087
187.519P,1,868-57-5,Methyl-2-methylbutyrat,0.083362,2.72873,-0.09817,1.00366,1.31582,-0.31108
187.519P,2,120-57-0,Heliotropin Halal,0.000246,1.91002,0.23832,1.05063,0.54997,0.0711
187.519P,3,100-52-7,Benzaldehyd Kosher Halal,0.00562,1.66889,0.29814,1.28776,-0.04098,-0.04201
187.519P,4,142-92-7,Hexylacetat Kosher Halal,0.023363,1.17579,0.14754,0.24361,0.32029,0.46435
187.519P,5,659-70-1,Isoamylisovalerat Kosher Halal,0.014038,1.11598,0.25829,0.26226,-0.15709,0.43833
