Rez.-Nr.,PC1_score,PC1_top1_cas,PC1_top1_name,PC1_top1_contrib,PC1_top2_cas,PC1_top2_name,PC1_top2_contrib,PC1_top3_cas,PC1_top3_name,PC1_top3_contrib,PC1_top4_cas,PC1_top4_name,PC1_top4_contrib,PC1_top5_cas,PC1_top5_name,PC1_top5_contrib,PC2_score,PC2_top1_cas,PC2_top1_name,PC2_top1_contrib,PC2_top2_cas,PC2_top2_name,PC2_top2_contrib,PC2_top3_cas,PC2_top3_name,PC2_top3_contrib,PC2_top4_cas,PC2_top4_name,PC2_top4_contrib,PC2_top5_cas,PC2_top5_name,PC2_top5_contrib,PC3_score,PC3_top1_cas,PC3_top1_name,PC3_top1_contrib,PC3_top2_cas,PC3_top2_name,PC3_top2_contrib,PC3_top3_cas,PC3_top3_name,PC3_top3_contrib,PC3_top4_cas,PC3_top4_name,PC3_top4_contrib,PC3_top5_cas,PC3_top5_name,PC3_top5_contrib,PC4_score,PC4_top1_cas,PC4_top1_name,PC4_top1_contrib,PC4_top2_cas,PC4_top2_name,PC4_top2_contrib,PC4_top3_cas,PC4_top3_name,PC4_top3_contrib,PC4_top4_cas,PC4_top4_name,PC4_top4_contrib,PC4_top5_cas,PC4_top5_name,PC4_top5_contrib
188.118P,1.3638,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.70317,105-54-4,Ethylbutyrat Kosher Halal,0.66531,1754-62-7,Methyl-trans-cinnamat Halal,0.25503,123-66-0,Ethylhexanoat Halal,0.20563,706-14-9,gamma-Decalacton Kosher Halal,0.20553,-0.456,1754-62-7,Methyl-trans-cinnamat Halal,0.60775,105-57-7,Acetal Halal,-0.37452,706-14-9,gamma-Decalacton Kosher Halal,0.33522,105-54-4,Ethylbutyrat Kosher Halal,-0.31723,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.13921,-0.2866,1754-62-7,Methyl-trans-cinnamat Halal,0.53627,105-57-7,Acetal Halal,-0.40765,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.36482,431-03-8,Diacetyl Halal,0.10416,64-19-7,Essigsäure Halal Kosher,-0.07821,-1.0172,1754-62-7,Methyl-trans-cinnamat Halal,-0.26909,105-57-7,Acetal Halal,-0.23839,431-03-8,Diacetyl Halal,0.20324,105-54-4,Ethylbutyrat Kosher Halal,-0.15079,706-14-9,gamma-Decalacton Kosher Halal,-0.14663
188.375P,-0.823,97-64-3,Ethyllactat Halal,-0.31621,116-53-0,2-Methylbuttersäure Halal Kosher,-0.10687,123-66-0,Ethylhexanoat Halal,0.1045,142-62-1,Hexansäure kräftig,0.09717,123-92-2,Isoamylacetat Halal,-0.07675,-1.6615,85-91-6,Dimethylanthranilat,-0.3439,97-64-3,Ethyllactat Halal,-0.28239,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.23844,1754-62-7,Methyl-trans-cinnamat Halal,-0.11975,706-14-9,gamma-Decalacton Kosher Halal,-0.08513,-0.8867,85-91-6,Dimethylanthranilat,-0.28547,1754-62-7,Methyl-trans-cinnamat Halal,-0.10567,141-78-6,Ethylacetat Kosher Halal,-0.09291,64-19-7,Essigsäure Halal Kosher,-0.07821,97-64-3,Ethyllactat Halal,0.06876,-0.3842,97-64-3,Ethyllactat Halal,-0.11515,659-70-1,Isoamylisovalerat Kosher Halal,-0.09831,111-27-3,Hexanol Kosher Halal,-0.08422,142-92-7,Hexylacetat Kosher Halal,-0.07831,121-33-5,Vanillin ex Eugenol,-0.06966
188.402P,-1.7807,105-54-4,Ethylbutyrat Kosher Halal,-0.32624,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.18889,116-53-0,2-Methylbuttersäure Halal Kosher,-0.18776,142-62-1,Hexansäure kräftig,-0.1715,123-66-0,Ethylhexanoat Halal,-0.16766,-0.6865,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.24872,706-14-9,gamma-Decalacton Kosher Halal,-0.23779,105-54-4,Ethylbutyrat Kosher Halal,0.15556,1754-62-7,Methyl-trans-cinnamat Halal,-0.11975,123-66-0,Ethylhexanoat Halal,0.08605,-0.2693,1754-62-7,Methyl-trans-cinnamat Halal,-0.10567,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.098,116-53-0,2-Methylbuttersäure Halal Kosher,0.09336,141-78-6,Ethylacetat Kosher Halal,-0.09274,142-62-1,Hexansäure kräftig,0.08157,0.0918,706-14-9,gamma-Decalacton Kosher Halal,0.10401,659-70-1,Isoamylisovalerat Kosher Halal,-0.09831,123-66-0,Ethylhexanoat Halal,0.08996,111-27-3,Hexanol Kosher Halal,-0.08422,142-92-7,Hexylacetat Kosher Halal,-0.07831
188.412P,3.3647,27625-35-0,Isoamyl-2-methylbutyrat,0.75867,659-70-1,Isoamylisovalerat Kosher Halal,0.68362,112-14-1,Octylacetat,0.59468,106-32-1,Ethyloctanoat Halal Kosher,0.43046,116-53-0,2-Methylbuttersäure Halal Kosher,0.34265,4.8044,928-96-1,cis-3-Hexen-1-ol Halal Kosher,1.03398,112-14-1,Octylacetat,0.91662,27625-35-0,Isoamyl-2-methylbutyrat,0.75934,659-70-1,Isoamylisovalerat Kosher Halal,0.69413,106-32-1,Ethyloctanoat Halal Kosher,0.68687,-4.7513,27625-35-0,Isoamyl-2-methylbutyrat,-0.95583,112-14-1,Octylacetat,-0.94707,106-32-1,Ethyloctanoat Halal Kosher,-0.71396,659-70-1,Isoamylisovalerat Kosher Halal,-0.41578,111-27-3,Hexanol Kosher Halal,-0.37332,4.466,659-70-1,Isoamylisovalerat Kosher Halal,1.16013,112-14-1,Octylacetat,0.9255,106-32-1,Ethyloctanoat Halal Kosher,0.83569,27625-35-0,Isoamyl-2-methylbutyrat,0.81279,111-27-3,Hexanol Kosher Halal,0.79163
188.481KHP,-1.7629,765-70-8,Cycloten Halal Kosher,-0.39335,4166-20-5,Furaneolacetat Halal Kosher,-0.31158,705-86-2,delta-Decalacton Halal Kosher,-0.29888,116-53-0,2-Methylbuttersäure Halal Kosher,-0.17358,659-70-1,Isoamylisovalerat Kosher Halal,0.16376,-3.0604,765-70-8,Cycloten Halal Kosher,-0.64684,431-03-8,Diacetyl Halal,-0.64505,121-33-5,Vanillin ex Eugenol,-0.5876,4166-20-5,Furaneolacetat Halal Kosher,-0.58388,705-86-2,delta-Decalacton Halal Kosher,-0.52496,5.2864,765-70-8,Cycloten Halal Kosher,1.22034,121-33-5,Vanillin ex Eugenol,1.15231,4166-20-5,Furaneolacetat Halal Kosher,1.05374,705-86-2,delta-Decalacton Halal Kosher,0.66608,431-03-8,Diacetyl Halal,0.6507,9.3754,765-70-8,Cycloten Halal Kosher,1.95171,4166-20-5,Furaneolacetat Halal Kosher,1.94287,121-33-5,Vanillin ex Eugenol,1.54511,431-03-8,Diacetyl Halal,1.26968,705-86-2,delta-Decalacton Halal Kosher,1.24406
188.491P,0.1195,706-14-9,gamma-Decalacton Kosher Halal,0.25751,105-54-4,Ethylbutyrat Kosher Halal,0.16141,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.11378,142-62-1,Hexansäure kräftig,-0.08443,123-92-2,Isoamylacetat Halal,-0.07675,0.3483,706-14-9,gamma-Decalacton Kosher Halal,0.42,3658-77-3,Furaneol Halal,0.32532,1754-62-7,Methyl-trans-cinnamat Halal,-0.11975,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.10836,100-52-7,Benzaldehyd Kosher Halal,-0.0826,-0.2063,3658-77-3,Furaneol Halal,0.24715,1754-62-7,Methyl-trans-cinnamat Halal,-0.10567,141-78-6,Ethylacetat Kosher Halal,-0.09291,64-19-7,Essigsäure Halal Kosher,-0.07821,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.0675,0.3084,3658-77-3,Furaneol Halal,0.31853,706-14-9,gamma-Decalacton Kosher Halal,-0.18371,659-70-1,Isoamylisovalerat Kosher Halal,0.06439,111-27-3,Hexanol Kosher Halal,-0.06377,1754-62-7,Methyl-trans-cinnamat Halal,0.05302
188.560P,0.9089,142-62-1,Hexansäure kräftig,0.6254,123-92-2,Isoamylacetat Halal,0.4042,659-70-1,Isoamylisovalerat Kosher Halal,0.26869,123-66-0,Ethylhexanoat Halal,-0.08897,141-78-6,Ethylacetat Kosher Halal,0.08293,-0.5262,659-70-1,Isoamylisovalerat Kosher Halal,0.27282,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.1943,100-52-7,Benzaldehyd Kosher Halal,-0.0826,64-19-7,Essigsäure Halal Kosher,-0.07919,1754-62-7,Methyl-trans-cinnamat Halal,-0.07547,-0.4681,142-62-1,Hexansäure kräftig,-0.29746,64-19-7,Essigsäure Halal Kosher,0.21112,659-70-1,Isoamylisovalerat Kosher Halal,-0.16342,141-78-6,Ethylacetat Kosher Halal,0.13049,103-26-4,Methyl-trans-cinnamat,0.07027,0.1053,659-70-1,Isoamylisovalerat Kosher Halal,0.45598,123-92-2,Isoamylacetat Halal,-0.27089,111-27-3,Hexanol Kosher Halal,-0.08422,142-92-7,Hexylacetat Kosher Halal,-0.07831,121-33-5,Vanillin ex Eugenol,-0.06966
188.639P,-2.5969,31501-11-8,cis-3-Hexenylhexanoat Halal,-0.50104,4643-27-0,2-Octen-4-on,-0.45898,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.18909,116-53-0,2-Methylbuttersäure Halal Kosher,-0.18811,16491-36-4,cis-3-Hexenylbutyrat Halal,-0.18631,-2.2218,64-19-7,Essigsäure Halal Kosher,-0.44587,4643-27-0,2-Octen-4-on,-0.4239,31501-11-8,cis-3-Hexenylhexanoat Halal,-0.28758,706-14-9,gamma-Decalacton Kosher Halal,-0.22047,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.21399,5.122,31501-11-8,cis-3-Hexenylhexanoat Halal,1.23233,64-19-7,Essigsäure Halal Kosher,1.18864,4643-27-0,2-Octen-4-on,1.02097,16491-36-4,cis-3-Hexenylbutyrat Halal,0.9306,2432-51-1,S-(Methylthio)butyrat,0.40139,2.1283,4643-27-0,2-Octen-4-on,0.44105,16491-36-4,cis-3-Hexenylbutyrat Halal,0.4086,765-70-8,Cycloten Halal Kosher,0.40018,31501-11-8,cis-3-Hexenylhexanoat Halal,0.38086,64-19-7,Essigsäure Halal Kosher,0.18097
188.656P,-1.1411,105-54-4,Ethylbutyrat Kosher Halal,-0.27339,142-62-1,Hexansäure kräftig,-0.15409,123-66-0,Ethylhexanoat Halal,-0.14212,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.11025,123-92-2,Isoamylacetat Halal,-0.07675,-0.6099,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.2136,105-54-4,Ethylbutyrat Kosher Halal,0.13036,1754-62-7,Methyl-trans-cinnamat Halal,-0.11975,100-52-7,Benzaldehyd Kosher Halal,-0.0826,103-26-4,Methyl-trans-cinnamat,-0.07421,-0.4936,1754-62-7,Methyl-trans-cinnamat Halal,-0.10567,103-26-4,Methyl-trans-cinnamat,-0.0921,141-78-6,Ethylacetat Kosher Halal,-0.09004,142-62-1,Hexansäure kräftig,0.07329,124-07-2,Octansäure,-0.06045,-0.0146,659-70-1,Isoamylisovalerat Kosher Halal,-0.09831,111-27-3,Hexanol Kosher Halal,-0.08422,142-92-7,Hexylacetat Kosher Halal,-0.07831,123-66-0,Ethylhexanoat Halal,0.07625,121-33-5,Vanillin ex Eugenol,-0.06966
188.668P,-1.0619,141-78-6,Ethylacetat Kosher Halal,0.34897,116-53-0,2-Methylbuttersäure Halal Kosher,-0.18811,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.17759,103-26-4,Methyl-trans-cinnamat,0.17316,123-66-0,Ethylhexanoat Halal,-0.15011,-1.2252,103-26-4,Methyl-trans-cinnamat,-0.25281,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.24545,141-78-6,Ethylacetat Kosher Halal,-0.15076,600-14-6,Acetylpropionyl Halal,-0.13815,1754-62-7,Methyl-trans-cinnamat Halal,-0.11975,0.1961,141-78-6,Ethylacetat Kosher Halal,0.5491,103-26-4,Methyl-trans-cinnamat,-0.31376,513-86-0,Acetoin 50% in PG Kosher Halal,0.11884,1754-62-7,Methyl-trans-cinnamat Halal,-0.10567,116-53-0,2-Methylbuttersäure Halal Kosher,0.09353,-0.103,659-70-1,Isoamylisovalerat Kosher Halal,-0.09831,141-78-6,Ethylacetat Kosher Halal,-0.09436,111-27-3,Hexanol Kosher Halal,-0.08422,123-66-0,Ethylhexanoat Halal,0.08054,142-92-7,Hexylacetat Kosher Halal,-0.07831
188.740P,2.0016,141-78-6,Ethylacetat Kosher Halal,0.80623,106-27-4,Isoamylbutyrat Halal,0.4118,25152-84-5 ,trans,0.35378,106-70-7,Methylhexanoat,0.35378,659-70-1,Isoamylisovalerat Kosher Halal,0.28782,-1.5907,142-92-7,Hexylacetat Kosher Halal,0.42652,141-78-6,Ethylacetat Kosher Halal,-0.34831,25152-84-5 ,trans,-0.30349,106-70-7,Methylhexanoat,-0.30349,121-33-5,Vanillin ex Eugenol,-0.30337,4.3409,141-78-6,Ethylacetat Kosher Halal,1.26859,25152-84-5 ,trans,0.86528,106-70-7,Methylhexanoat,0.86528,121-33-5,Vanillin ex Eugenol,0.59491,142-92-7,Hexylacetat Kosher Halal,0.56077,4.9468,25152-84-5 ,trans,1.02512,106-70-7,Methylhexanoat,1.02512,142-92-7,Hexylacetat Kosher Halal,0.813,121-33-5,Vanillin ex Eugenol,0.79771,106-27-4,Isoamylbutyrat Halal,0.60478
188.820,1.0565,142-62-1,Hexansäure kräftig,0.26183,1754-62-7,Methyl-trans-cinnamat Halal,0.2616,659-70-1,Isoamylisovalerat Kosher Halal,0.24451,116-53-0,2-Methylbuttersäure Halal Kosher,0.15642,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.09576,1.572,1754-62-7,Methyl-trans-cinnamat Halal,0.62339,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.45335,111-27-3,Hexanol Kosher Halal,0.28766,659-70-1,Isoamylisovalerat Kosher Halal,0.24827,142-92-7,Hexylacetat Kosher Halal,0.14543,-0.0065,1754-62-7,Methyl-trans-cinnamat Halal,0.55007,142-92-7,Hexylacetat Kosher Halal,0.19121,111-27-3,Hexanol Kosher Halal,-0.18182,659-70-1,Isoamylisovalerat Kosher Halal,-0.14871,142-62-1,Hexansäure kräftig,-0.12454,0.9967,659-70-1,Isoamylisovalerat Kosher Halal,0.41494,111-27-3,Hexanol Kosher Halal,0.38554,142-92-7,Hexylacetat Kosher Halal,0.27722,1754-62-7,Methyl-trans-cinnamat Halal,-0.27602,121-33-5,Vanillin ex Eugenol,-0.06562
188.822,-0.3875,116-53-0,2-Methylbuttersäure Halal Kosher,-0.18811,142-62-1,Hexansäure kräftig,-0.1715,105-54-4,Ethylbutyrat Kosher Halal,0.13781,1754-62-7,Methyl-trans-cinnamat Halal,0.1299,123-92-2,Isoamylacetat Halal,-0.07675,0.441,1754-62-7,Methyl-trans-cinnamat Halal,0.30956,3658-77-3,Furaneol Halal,0.25109,118-71-8,Maltol Kosher Halal,0.10885,706-14-9,gamma-Decalacton Kosher Halal,0.10171,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.08275,0.2644,1754-62-7,Methyl-trans-cinnamat Halal,0.27315,3658-77-3,Furaneol Halal,0.19076,116-53-0,2-Methylbuttersäure Halal Kosher,0.09353,141-78-6,Ethylacetat Kosher Halal,-0.09291,142-62-1,Hexansäure kräftig,0.08157,-0.1003,3658-77-3,Furaneol Halal,0.24585,1754-62-7,Methyl-trans-cinnamat Halal,-0.13706,659-70-1,Isoamylisovalerat Kosher Halal,-0.09831,111-27-3,Hexanol Kosher Halal,-0.08422,142-92-7,Hexylacetat Kosher Halal,-0.07831
188.866,-2.1027,71-23-8,Propanol Halal,-0.37164,109-19-3,Butylisovalerat Halal,-0.37164,105-54-4,Ethylbutyrat Kosher Halal,-0.28836,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.1611,116-53-0,2-Methylbuttersäure Halal Kosher,-0.15279,-0.6776,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.18791,706-14-9,gamma-Decalacton Kosher Halal,-0.17902,105-54-4,Ethylbutyrat Kosher Halal,0.13749,71-23-8,Propanol Halal,-0.12929,109-19-3,Butylisovalerat Halal,-0.12929,-0.5021,71-23-8,Propanol Halal,-0.10007,109-19-3,Butylisovalerat Halal,-0.10007,141-78-6,Ethylacetat Kosher Halal,-0.09291,1754-62-7,Methyl-trans-cinnamat Halal,-0.08893,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.08358,0.253,123-66-0,Ethylhexanoat Halal,0.08137,706-14-9,gamma-Decalacton Kosher Halal,0.07831,659-70-1,Isoamylisovalerat Kosher Halal,-0.07534,121-33-5,Vanillin ex Eugenol,-0.06966,105-54-4,Ethylbutyrat Kosher Halal,0.06536
188.894,-1.0283,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.29917,109-52-4,Valeriansäure Kosher Halal,-0.28442,6728-26-3,trans-2-Hexenal Kosher Halal,-0.27914,116-53-0,2-Methylbuttersäure Halal Kosher,-0.18811,141-78-6,Ethylacetat Kosher Halal,0.16722,2.6696,6728-26-3,trans-2-Hexenal Kosher Halal,0.80394,109-52-4,Valeriansäure Kosher Halal,0.59499,124-07-2,Octansäure,0.52292,868-57-5,Methyl-2-methylbutyrat,0.42376,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.37486,4.9744,109-52-4,Valeriansäure Kosher Halal,1.24262,6728-26-3,trans-2-Hexenal Kosher Halal,0.79267,124-07-2,Octansäure,0.55989,868-57-5,Methyl-2-methylbutyrat,0.55556,109-94-4,Ethylformiat Halal,0.33689,-1.3426,109-52-4,Valeriansäure Kosher Halal,-0.29969,124-07-2,Octansäure,-0.23535,6728-26-3,trans-2-Hexenal Kosher Halal,-0.1802,868-57-5,Methyl-2-methylbutyrat,-0.13134,109-94-4,Ethylformiat Halal,-0.12337
188.976,1.4681,79-09-4,Propionsäure Kosher Halal,0.27948,141-97-9,Ethylacetoacetat Halal,0.25948,659-70-1,Isoamylisovalerat Kosher Halal,0.24023,6290-17-1,Fraiston Halal Kosher,0.23494,706-14-9,gamma-Decalacton Kosher Halal,0.22955,2.6726,6290-17-1,Fraiston Halal Kosher,0.52588,141-97-9,Ethylacetoacetat Halal,0.5099,111-27-3,Hexanol Kosher Halal,0.46933,706-14-9,gamma-Decalacton Kosher Halal,0.3744,24851-98-7,Methyldihydrojasmonat,0.29797,-1.4632,6290-17-1,Fraiston Halal Kosher,-0.29706,111-27-3,Hexanol Kosher Halal,-0.29665,141-97-9,Ethylacetoacetat Halal,-0.29166,79-09-4,Propionsäure Kosher Halal,-0.18052,659-70-1,Isoamylisovalerat Kosher Halal,-0.14611,2.3895,111-27-3,Hexanol Kosher Halal,0.62904,141-97-9,Ethylacetoacetat Halal,0.49517,6290-17-1,Fraiston Halal Kosher,0.49005,659-70-1,Isoamylisovalerat Kosher Halal,0.40768,142-92-7,Hexylacetat Kosher Halal,0.20493
189.012,1.4005,116-53-0,2-Methylbuttersäure Halal Kosher,1.20504,78-70-6,Linalool ex HO,0.4518,110-39-4,Octylbutyrat,0.24753,61931-81-5 ,cis-3-Hexenyllactat,0.24753,105-54-4,Ethylbutyrat Kosher Halal,-0.22432,1.9613,78-70-6,Linalool ex HO,0.61406,61931-81-5 ,cis-3-Hexenyllactat,0.3742,110-39-4,Octylbutyrat,0.3742,116-53-0,2-Methylbuttersäure Halal Kosher,0.33281,111-27-3,Hexanol Kosher Halal,0.22912,-3.7898,78-70-6,Linalool ex HO,-0.89669,61931-81-5 ,cis-3-Hexenyllactat,-0.75541,110-39-4,Octylbutyrat,-0.75541,116-53-0,2-Methylbuttersäure Halal Kosher,-0.59917,68647-72-3,Orangenterpene,-0.1989,1.6796,61931-81-5 ,cis-3-Hexenyllactat,0.34806,110-39-4,Octylbutyrat,0.34806,78-70-6,Linalool ex HO,0.31031,111-27-3,Hexanol Kosher Halal,0.30708,118-71-8,Maltol Kosher Halal,0.12405
189.014,-1.814,105-54-4,Ethylbutyrat Kosher Halal,-0.31038,24851-98-7,Methyldihydrojasmonat,-0.23713,4940-11-8,Ethylmaltol Kosher Halal,-0.19956,116-53-0,2-Methylbuttersäure Halal Kosher,-0.1846,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.15925,1.353,24851-98-7,Methyldihydrojasmonat,1.36037,105-54-4,Ethylbutyrat Kosher Halal,0.148,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.13408,4940-11-8,Ethylmaltol Kosher Halal,0.12526,100-52-7,Benzaldehyd Kosher Halal,-0.0826,-0.3117,4940-11-8,Ethylmaltol Kosher Halal,-0.15763,141-78-6,Ethylacetat Kosher Halal,-0.09291,116-53-0,2-Methylbuttersäure Halal Kosher,0.09179,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.08262,3142-72-1,2-Methyl-2-pentensäure,0.08179,-0.2924,24851-98-7,Methyldihydrojasmonat,-0.40149,659-70-1,Isoamylisovalerat Kosher Halal,-0.09831,3142-72-1,2-Methyl-2-pentensäure,0.0909,111-27-3,Hexanol Kosher Halal,-0.08422,142-92-7,Hexylacetat Kosher Halal,-0.07831
189.068,-1.6506,134-20-3,Methylanthranilat Halal,-0.35786,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.18909,116-53-0,2-Methylbuttersäure Halal Kosher,-0.18811,142-62-1,Hexansäure kräftig,-0.1715,123-66-0,Ethylhexanoat Halal,-0.16775,-0.4515,706-14-9,gamma-Decalacton Kosher Halal,-0.16924,1754-62-7,Methyl-trans-cinnamat Halal,-0.11975,78-70-6,Linalool ex HO,0.095,123-66-0,Ethylhexanoat Halal,0.0861,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.08297,-0.309,16491-36-4,cis-3-Hexenylbutyrat Halal,0.32282,134-20-3,Methylanthranilat Halal,-0.23178,78-70-6,Linalool ex HO,-0.13873,1754-62-7,Methyl-trans-cinnamat Halal,-0.10567,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.0981,0.3325,16491-36-4,cis-3-Hexenylbutyrat Halal,0.14174,134-20-3,Methylanthranilat Halal,0.10016,659-70-1,Isoamylisovalerat Kosher Halal,-0.09831,123-66-0,Ethylhexanoat Halal,0.09,111-27-3,Hexanol Kosher Halal,-0.08422
189.075,1.1083,105-54-4,Ethylbutyrat Kosher Halal,0.43719,116-53-0,2-Methylbuttersäure Halal Kosher,0.3986,10191-41-0,DL-Alpha-Tocopherol Halal,0.19588,123-66-0,Ethylhexanoat Halal,0.09674,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0954,0.237,105-54-4,Ethylbutyrat Kosher Halal,-0.20846,1754-62-7,Methyl-trans-cinnamat Halal,0.19683,116-53-0,2-Methylbuttersäure Halal Kosher,0.11009,85-91-6,Dimethylanthranilat,-0.1035,100-52-7,Benzaldehyd Kosher Halal,0.08583,0.0397,16491-36-4,cis-3-Hexenylbutyrat Halal,0.29766,116-53-0,2-Methylbuttersäure Halal Kosher,-0.19819,1754-62-7,Methyl-trans-cinnamat Halal,0.17368,64-19-7,Essigsäure Halal Kosher,0.11389,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.09599,0.3615,16491-36-4,cis-3-Hexenylbutyrat Halal,0.13069,105-54-4,Ethylbutyrat Kosher Halal,-0.09909,1754-62-7,Methyl-trans-cinnamat Halal,-0.08715,659-70-1,Isoamylisovalerat Kosher Halal,0.08654,106-32-1,Ethyloctanoat Halal Kosher,0.084
