Stamm-Nr.,Rez.-Nr.,R-Nummer,ERP-Nr.,Name,Totalmenge,CAS-Nr.: - Hinweis 1,Sensorik_1,Sensorik_2,Sensorik_3,Sensorik_4,Odour Type 1 FlavourWheel,Odour Type 2 Flavour Wheel,Odour Type 3 Flavour Wheel,Threshold ppm (Datenbank),Threshold 2 ppm (Datenbank),Treshold 3 ppm (Datenbank),,
RE00429_A02,185.028,R01969,60030422,"Essigsäure, natürlich Halal Kosher",0.0050000000,64-19-7,acidic,pungent,sour,vinegar,fresh,unpleasant,,100,,,,
RE00734_A01,185.471,R01969,60030422,"Essigsäure, natürlich Halal Kosher",0.0003515140,64-19-7,acidic,pungent,sour,vinegar,fresh,unpleasant,,100,,,,
29201231,185.507P,R01969,60030422,"Essigsäure, natürlich Halal Kosher",0.0033500000,64-19-7,acidic,pungent,sour,vinegar,fresh,unpleasant,,100,,,,
29201874,187.787P,R01969,60030422,"Essigsäure, natürlich Halal Kosher",0.0022400000,64-19-7,acidic,pungent,sour,vinegar,fresh,unpleasant,,100,,,,
29201953,187.886P,R01969,60030422,"Essigsäure, natürlich Halal Kosher",0.0003800000,64-19-7,acidic,pungent,sour,vinegar,fresh,unpleasant,,100,,,,
29201969,187.894P,R01969,60030422,"Essigsäure, natürlich Halal Kosher",0.0012660000,64-19-7,acidic,pungent,sour,vinegar,fresh,unpleasant,,100,,,,
29200240,185.675P,R01678,60030218,Isoamylisovalerat Kosher Halal,0.0000760000,659-70-1,Fruity,green,pineapple,tropical,fruity,woody,,"0,666666667",,,,
29200533,186.190P,R01678,60030218,Isoamylisovalerat Kosher Halal,0.0000400000,659-70-1,Fruity,green,pineapple,tropical,fruity,woody,,"0,666666667",,,,
29201778,187.694P,R01678,60030218,Isoamylisovalerat Kosher Halal,0.0008340000,659-70-1,Fruity,green,pineapple,tropical,fruity,woody,,"0,666666667",,,,
29201891,187.796P,R01678,60030218,Isoamylisovalerat Kosher Halal,0.0086880000,659-70-1,Fruity,green,pineapple,tropical,fruity,woody,,"0,666666667",,,,
29202868,188.740P,R01678,60030218,Isoamylisovalerat Kosher Halal,0.0004000000,659-70-1,Fruity,green,pineapple,tropical,fruity,woody,,"0,666666667",,,,
RE00171_A01,185.091,R01944,60030402,"Isoamylisovalerat, natürlich Halal",0.0006400000,659-70-1,Fruity,green,pineapple,tropical,fruity,woody,,"0,666666667",,,,
29200716,185.382P,R01944,60030402,"Isoamylisovalerat, natürlich Halal",0.0008400000,659-70-1,Fruity,green,pineapple,tropical,fruity,woody,,"0,666666667",,,,
29201874,187.787P,R01944,60030402,"Isoamylisovalerat, natürlich Halal",0.0008210000,659-70-1,Fruity,green,pineapple,tropical,fruity,woody,,"0,666666667",,,,
29201969,187.894P,R01944,60030402,"Isoamylisovalerat, natürlich Halal",0.0043970000,659-70-1,Fruity,green,pineapple,tropical,fruity,woody,,"0,666666667",,,,
29202513,188.412P,R01944,60030402,"Isoamylisovalerat, natürlich Halal",0.0022500000,659-70-1,Fruity,green,pineapple,tropical,fruity,woody,,"0,666666667",,,,
29201778,187.694P,R01662,60030203_+K+,Hexanal Kosher Halal,0.0000324000,66-25-1,green,fresh,aldehydic,grassy,green,fresh,,"0,5",5,,,
29201891,187.796P,R01662,60030203_+K+,Hexanal Kosher Halal,0.0010190000,66-25-1,green,fresh,aldehydic,grassy,green,fresh,,"0,5",5,,,
29200047,185.267,R01908,60030381_+K+,"Hexanal, natürlich Halal",0.0000680000,66-25-1,green,fresh,aldehydic,grassy,green,fresh,,"0,5",5,,,
29201231,185.507P,R01908,60030381_+K+,"Hexanal, natürlich Halal",0.0001190000,66-25-1,green,fresh,aldehydic,grassy,green,fresh,,"0,5",5,,,
29200240,185.675P,R01798,60030336_+G+,trans-2-Hexenal Kosher Halal,0.0002480000,6728-26-3,Green,fruity,apple,leafy,green,fresh,,"0,1",1,,,
RE00429_A02,185.028,R01904,60030377_+G+,"trans-2-Hexenal, natürlich Halal",0.0000875000,6728-26-3,Green,fruity,apple,leafy,green,fresh,,"0,1",1,,,
29200047,185.267,R01904,60030377_+G+,"trans-2-Hexenal, natürlich Halal",0.0002820000,6728-26-3,Green,fruity,apple,leafy,green,fresh,,"0,1",1,,,
29200716,185.382P,R01904,60030377_+G+,"trans-2-Hexenal, natürlich Halal",0.0002080000,6728-26-3,Green,fruity,apple,leafy,green,fresh,,"0,1",1,,,
29201231,185.507P,R01904,60030377_+G+,"trans-2-Hexenal, natürlich Halal",0.0001620000,6728-26-3,Green,fruity,apple,leafy,green,fresh,,"0,1",1,,,
29201573,187.507P,R01904,60030377_+G+,"trans-2-Hexenal, natürlich Halal",0.0001300000,6728-26-3,Green,fruity,apple,leafy,green,fresh,,"0,1",1,,,
RE00734_A01,185.471,R02162,60030560_+K+,"Aceton, natürlich Kosher",0.0000280000,67-64-1,solvent,ethereal,apple,pear,fresh,fruity,unpleasant,50,,,,
29201573,187.507P,R01992,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V",0.0001580000,68647-72-3,fresh,juicy,sweet,orange,fresh,woody,,2,,,,
29200240,185.675P,R01644,60030185,gamma-Hexalacton Halal Kosher,0.0000780000,695-06-7,Coumarin,creamy,,,warm,dairy,,5,,,,
29201778,187.694P,R01591,60030133,delta-Octalacton,0.0000500000,698-76-0,Coumarinic,coconut,creamy,,warm,dairy,,1,,,,
29201778,187.694P,R04300,60030796,Lactojasmon,0.0000140000,7011-83-8,floral,waxy,coconut,jasmin,floral,dairy,exotic,"0,5",,,,
29201008,185.090P,R01642,60030183,gamma-Decalacton Kosher Halal,0.0005400000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
29200042,185.237H,R01642,60030183,gamma-Decalacton Kosher Halal,0.0025830000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
29200034,185.294,R01642,60030183,gamma-Decalacton Kosher Halal,0.0009030000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
29200240,185.675P,R01642,60030183,gamma-Decalacton Kosher Halal,0.0020000000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
29200533,186.190P,R01642,60030183,gamma-Decalacton Kosher Halal,0.0185340000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
29200821,186.277P,R01642,60030183,gamma-Decalacton Kosher Halal,0.0025850000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
29201778,187.694P,R01642,60030183,gamma-Decalacton Kosher Halal,0.0052400000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
RE00429_A02,185.028,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0004375000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
RE00171_A01,185.091,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0029000000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
29200047,185.267,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0064100000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
29200716,185.382P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0005600000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
RE00734_A01,185.471,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0089320000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
29201231,185.507P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0010030000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
29201573,187.507P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0040970000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
29201733,187.657P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0024120000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
29201874,187.787P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0048010000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
29201895,187.800P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0023890000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
29201953,187.886P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0038230000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
29201969,187.894P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0069460000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
29202004,187.916P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0023890000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
29202513,188.412P,R01918,60030390,"gamma-Decalacton, natürlich Kosher Halal BG",0.0037680000,706-14-9,Coconut,peach,,,warm,balsamic,fruity,"0,1",,,,
29201891,187.796P,R01768,60030308,Propanol Halal,0.0068750000,71-23-8,alcoholic,fusel,fermented,musty,fresh,,,100,,,,
29201573,187.507P,R01878,60030359,"Butanol, natürlich Halal",0.0002520000,71-36-3,fermented,fusel,oily,balsamic,unpleasant,fresh,,5,,,,
29200240,185.675P,R01587,60030129_+K+,delta-Dodecalacton Halal Kosher,0.0004940000,713-95-1,Fatty,peach,buttery,creamy,dairy,warm,fruity,"0,1",,,,
29200716,185.382P,R02073,60030509,"delta-Dodecalacton, natürlich Halal",0.0010280000,713-95-1,Fatty,peach,buttery,creamy,dairy,warm,fruity,"0,1",,,,
29201969,187.894P,R02073,60030509,"delta-Dodecalacton, natürlich Halal",0.0000790000,713-95-1,Fatty,peach,buttery,creamy,dairy,warm,fruity,"0,1",,,,
RE00429_A02,185.028,R01982,60030435,"Nerolidol, natürlich (Aromaextrakt) Halal",0.0000350000,7212-44-4,floral,green,citrus,woody,woody,warm,fresh,"0,5",,,,
29201231,185.507P,R01982,60030435,"Nerolidol, natürlich (Aromaextrakt) Halal",0.0000020000,7212-44-4,floral,green,citrus,woody,woody,warm,fresh,"0,5",,,,
29201573,187.507P,R01982,60030435,"Nerolidol, natürlich (Aromaextrakt) Halal",0.0004820000,7212-44-4,floral,green,citrus,woody,woody,warm,fresh,"0,5",,,,
29200042,185.237H,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0045360000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
29200034,185.294,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0017950000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
29200048,185.309P,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0012800000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
29200240,185.675P,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0018160000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
29200533,186.190P,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0024770000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
29200821,186.277P,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0045350000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
29201778,187.694P,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0055490000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
29201891,187.796P,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0229030000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
29202868,188.740P,R01606,60030147,Ethyl-2-methylbutyrat Kosher Halal,0.0010000000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
RE00429_A02,185.028,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0002187500,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
RE00171_A01,185.091,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0022400000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
29200047,185.267,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0108260000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
29200716,185.382P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0012300000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
RE00734_A01,185.471,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0087760000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
29201231,185.507P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0014480000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
29201573,187.507P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0052770000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
29201733,187.657P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0039850000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
29201874,187.787P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0090770000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
29201895,187.800P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0029180000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
29201953,187.886P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0000340000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
29201969,187.894P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0107300000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
29202004,187.916P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0029180000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
29202513,188.412P,R01948,60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",0.0030480000,7452-79-1,fruity,sharp,green,apple,fruity,fresh,,"0,1",,,,
29200034,185.294,R01499,60030043_+T+,Acetaldehyd Halal Kosher,0.0006250000,75-07-0,ethereal,pungent,aldehydic,fruity,fresh,fruity,green,5,,,,
29201778,187.694P,R01499,60030043_+T+,Acetaldehyd Halal Kosher,0.0000250000,75-07-0,ethereal,pungent,aldehydic,fruity,fresh,fruity,green,5,,,,
RE00429_A02,185.028,R01872,60030355_+T+,"Acetaldehyd, natürlich Kosher Halal ",0.0028262500,75-07-0,ethereal,pungent,aldehydic,fruity,fresh,fruity,green,5,,,,
RE00734_A01,185.471,R01872,60030355_+T+,"Acetaldehyd, natürlich Kosher Halal ",0.0000514000,75-07-0,ethereal,pungent,aldehydic,fruity,fresh,fruity,green,5,,,,
29201231,185.507P,R01872,60030355_+T+,"Acetaldehyd, natürlich Kosher Halal ",0.0003130000,75-07-0,ethereal,pungent,aldehydic,fruity,fresh,fruity,green,5,,,,
29200048,185.309P,R02279,60030637_+K+,Acetaldehyd PG acetal Halal,0.0001700000,75-07-0,ethereal,pungent,aldehydic,fruity,fresh,fruity,green,5,,,,
29200047,185.267,R01601,60030142_+K+,"Dimethylsulfid, natürlich Kosher Halal BG, V",0.0010000000,75-18-3,Rustique,red,fruit,,warm,fruity,unpleasant,"0,005",,,,
29201231,185.507P,R01601,60030142_+K+,"Dimethylsulfid, natürlich Kosher Halal BG, V",0.0000008350,75-18-3,Rustique,red,fruit,,warm,fruity,unpleasant,"0,005",,,,
29201733,187.657P,R01601,60030142_+K+,"Dimethylsulfid, natürlich Kosher Halal BG, V",0.0000500000,75-18-3,Rustique,red,fruit,,warm,fruity,unpleasant,"0,005",,,,
29201891,187.796P,R01601,60030142_+K+,"Dimethylsulfid, natürlich Kosher Halal BG, V",0.0000972220,75-18-3,Rustique,red,fruit,,warm,fruity,unpleasant,"0,005",,,,
29200042,185.237H,R01800,60030337,Triethylcitrat Halal,0.0093870000,77-93-0,wine,fruity,plum,,odorless,,,50,,,,
29200821,186.277P,R01800,60030337,Triethylcitrat Halal,0.0093850000,77-93-0,wine,fruity,plum,,odorless,,,50,,,,
29200716,185.382P,R01946,60030403,"Triethylcitrat, natürlich",0.0202100000,77-93-0,wine,fruity,plum,,odorless,,,50,,,,
29200240,185.675P,R01706,60030246,Linalool Halal Kosher,0.0001840000,78-70-6,citrus,floral,rose,woody,floral,fresh,,"0,666666667",,,,
29200533,186.190P,R01706,60030246,Linalool Halal Kosher,0.0000090000,78-70-6,citrus,floral,rose,woody,floral,fresh,,"0,666666667",,,,
29201891,187.796P,R01706,60030246,Linalool Halal Kosher,0.0004540000,78-70-6,citrus,floral,rose,woody,floral,fresh,,"0,666666667",,,,
RE00429_A02,185.028,R01906,60030379,"Linalool ex HO, natürlich Kosher Halal BG",0.0001225000,78-70-6,citrus,floral,rose,woody,floral,fresh,,"0,666666667",,,,
RE00171_A01,185.091,R01906,60030379,"Linalool ex HO, natürlich Kosher Halal BG",0.0001400000,78-70-6,citrus,floral,rose,woody,floral,fresh,,"0,666666667",,,,
29200047,185.267,R01906,60030379,"Linalool ex HO, natürlich Kosher Halal BG",0.0003700000,78-70-6,citrus,floral,rose,woody,floral,fresh,,"0,666666667",,,,
29201231,185.507P,R01906,60030379,"Linalool ex HO, natürlich Kosher Halal BG",0.0000090000,78-70-6,citrus,floral,rose,woody,floral,fresh,,"0,666666667",,,,
29201573,187.507P,R01906,60030379,"Linalool ex HO, natürlich Kosher Halal BG",0.0004950000,78-70-6,citrus,floral,rose,woody,floral,fresh,,"0,666666667",,,,
29201953,187.886P,R01906,60030379,"Linalool ex HO, natürlich Kosher Halal BG",0.0002030000,78-70-6,citrus,floral,rose,woody,floral,fresh,,"0,666666667",,,,
29201969,187.894P,R01906,60030379,"Linalool ex HO, natürlich Kosher Halal BG",0.0021380000,78-70-6,citrus,floral,rose,woody,floral,fresh,,"0,666666667",,,,
29202513,188.412P,R01906,60030379,"Linalool ex HO, natürlich Kosher Halal BG",0.0000630000,78-70-6,citrus,floral,rose,woody,floral,fresh,,"0,666666667",,,,
RE00734_A01,185.471,R01957,60030412,"Isobutanol, natürlich Kosher Halal",0.0001160000,78-83-1,ethereal,wine,,,unpleasant,fresh,,5,,,,
29201008,185.090P,R01769,60030309,Propionsäure Kosher Halal,0.0008850000,79-09-4,pungent,acidic,cheesy,vinegar,unpleasant,fruity,,6.666666667,,,,
29201874,187.787P,R02154,60030553,"Propionsäure, natürlich Halal",0.0001300000,79-09-4,pungent,acidic,cheesy,vinegar,unpleasant,fruity,,6.666666667,,,,
29201895,187.800P,R02154,60030553,"Propionsäure, natürlich Halal",0.0010180000,79-09-4,pungent,acidic,cheesy,vinegar,unpleasant,fruity,,6.666666667,,,,
29201969,187.894P,R02154,60030553,"Propionsäure, natürlich Halal",0.0011270000,79-09-4,pungent,acidic,cheesy,vinegar,unpleasant,fruity,,6.666666667,,,,
29202004,187.916P,R02154,60030553,"Propionsäure, natürlich Halal",0.0010180000,79-09-4,pungent,acidic,cheesy,vinegar,unpleasant,fruity,,6.666666667,,,,
RE00429_A02,185.028,R01974,60030427,"Isobutterysäure, natürlich Halal Kosher",0.0000437500,79-31-2,acidic,cheesy,dairy,buttery,unpleasant,fruity,,50,,,,
RE00429_A02,185.028,R01356,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,0.0150000000,79-33-4,odorless,,,,fresh,odorless,,0,,,,
RE00734_A01,185.471,R01356,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,0.0277140000,79-33-4,odorless,,,,fresh,odorless,,0,,,,
29201778,187.694P,R01356,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,0.0312500000,79-33-4,odorless,,,,fresh,odorless,,0,,,,
29201891,187.796P,R01356,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,0.0750000000,79-33-4,odorless,,,,fresh,odorless,,0,,,,
29201953,187.886P,R01356,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,0.0567600000,79-33-4,odorless,,,,fresh,odorless,,0,,,,
29201778,187.694P,R01511,60030055,alpha-Iron,0.0000140000,79-69-6,floral,orris,berry,violet,woody,floral,,"0,01",,,,
29201874,187.787P,R04593,60020138_+ÖK+,Neroli-Öl Tunisien,0.0000250000,8016-38-4,citrus,neroli,,,fresh,floral,woody,"0,3",,,,
29201969,187.894P,R04593,60020138_+ÖK+,Neroli-Öl Tunisien,0.0001280000,8016-38-4,citrus,neroli,,,fresh,floral,woody,"0,3",,,,
29201891,187.796P,R00018,60040003_+ÖK+,Jasmin-Absolue (blumig) Halal,0.0000170000,8022-96-6,floral,fruity,tropical,naphthyl,green,floral,fruity,"0,05",,,,
RE00429_A02,185.028,R01888,60030366,"Cycloten, natürlich Halal",0.0000350000,80-71-7,caramel,maple,syrup,,warm,woody,,1,10,100,,
29201231,185.507P,R02069,60030505,"2-Nonanon, natürlich Halal",0.0000080000,821-55-6,fresh,green,weedy,earthy,floral,fruity,warm,"0,066666667",,,,
29200034,185.294,R01600,60030141,Dimethylanthranilat,0.0000190000,85-91-6,Musty,floral,orange blossom,grape,floral,woody,unpleasant,"0,1",1,10,,
29201969,187.894P,R02101,60030520,"Dimethylanthranilat, natürlich Halal",0.0007130000,85-91-6,Musty,floral,orange blossom,grape,floral,woody,unpleasant,"0,1",1,10,,
29200240,185.675P,R01715,60030255,Methyl-2-methylbutyrat Halal Kosher,0.0001940000,868-57-5,Fruity,apple,berry,ripe,fruity,fresh,exotic,"0,1",,,,
29200533,186.190P,R01715,60030255,Methyl-2-methylbutyrat Halal Kosher,0.0001220000,868-57-5,Fruity,apple,berry,ripe,fruity,fresh,exotic,"0,1",,,,
RE00429_A02,185.028,R01973,60030426,"Methyl-2-methylbutyrat, natürlich Halal",0.0001487500,868-57-5,Fruity,apple,berry,ripe,fruity,fresh,exotic,"0,1",,,,
RE00171_A01,185.091,R01973,60030426,"Methyl-2-methylbutyrat, natürlich Halal",0.0019400000,868-57-5,Fruity,apple,berry,ripe,fruity,fresh,exotic,"0,1",,,,
29201231,185.507P,R01973,60030426,"Methyl-2-methylbutyrat, natürlich Halal",0.0000040000,868-57-5,Fruity,apple,berry,ripe,fruity,fresh,exotic,"0,1",,,,
29201008,185.090P,R01563,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0001950000,928-96-1,green,fresh,grassy,foliage,green,fresh,,"0,1",1,,,
29200042,185.237H,R01563,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0083790000,928-96-1,green,fresh,grassy,foliage,green,fresh,,"0,1",1,,,
29200034,185.294,R01563,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0073480000,928-96-1,green,fresh,grassy,foliage,green,fresh,,"0,1",1,,,
29200048,185.309P,R01563,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0008650000,928-96-1,green,fresh,grassy,foliage,green,fresh,,"0,1",1,,,
29200240,185.675P,R01563,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0194060000,928-96-1,green,fresh,grassy,foliage,green,fresh,,"0,1",1,,,
29200533,186.190P,R01563,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0310300000,928-96-1,green,fresh,grassy,foliage,green,fresh,,"0,1",1,,,
29200821,186.277P,R01563,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0083800000,928-96-1,green,fresh,grassy,foliage,green,fresh,,"0,1",1,,,
29201778,187.694P,R01563,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0107900000,928-96-1,green,fresh,grassy,foliage,green,fresh,,"0,1",1,,,
29201891,187.796P,R01563,60030105,cis-3-Hexen-1-ol Halal Kosher,0.0073570000,928-96-1,green,fresh,grassy,foliage,green,fresh,,"0,1",1,,,
RE00429_A02,185.028,R01956,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0047197500,928-96-1,green,fresh,grassy,foliage,green,fresh,,"0,1",1,,,
RE00171_A01,185.091,R01956,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0133200000,928-96-1,green,fresh,grassy,foliage,green,fresh,,"0,1",1,,,
29200047,185.267,R01956,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0063080000,928-96-1,green,fresh,grassy,foliage,green,fresh,,"0,1",1,,,
29200716,185.382P,R01956,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0025900000,928-96-1,green,fresh,grassy,foliage,green,fresh,,"0,1",1,,,
29201231,185.507P,R01956,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0063460000,928-96-1,green,fresh,grassy,foliage,green,fresh,,"0,1",1,,,
29201573,187.507P,R01956,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0159320000,928-96-1,green,fresh,grassy,foliage,green,fresh,,"0,1",1,,,
29201733,187.657P,R01956,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0348340000,928-96-1,green,fresh,grassy,foliage,green,fresh,,"0,1",1,,,
29201874,187.787P,R01956,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0148320000,928-96-1,green,fresh,grassy,foliage,green,fresh,,"0,1",1,,,
29201969,187.894P,R01956,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0173410000,928-96-1,green,fresh,grassy,foliage,green,fresh,,"0,1",1,,,
29202513,188.412P,R01956,60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",0.0268240000,928-96-1,green,fresh,grassy,foliage,green,fresh,,"0,1",1,,,
29200240,185.675P,R01785,60030323,Styralylacetat Halal Kosher,0.0000280000,93-92-5,green,leafy,gardenia,rhubarb,green,warm,woody,"0,5",,,,
29202513,188.412P,R02097,60030517,"Styralylacetat, natürlich Halal",0.0002420000,93-92-5,green,leafy,gardenia,rhubarb,green,warm,woody,"0,5",,,,
29200048,185.309P,R01634,60030175,Eugenol Halal Kosher,0.0000230000,97-53-0,spicy,clove,woody,,woody,warm,,"0,5",,,,
29201231,185.507P,R01921,60030393,"Eugenol, natürlich Kosher Halal",0.0000030000,97-53-0,spicy,clove,woody,,woody,warm,,"0,5",,,,
29201008,185.090P,R01619,60030160,Ethylisobutyrat Halal Kosher,0.0006750000,97-62-1,fruity,ethereal,fusel,rummy,fruity,fresh,,1,,,,
29200048,185.309P,R01619,60030160,Ethylisobutyrat Halal Kosher,0.0001000000,97-62-1,fruity,ethereal,fusel,rummy,fruity,fresh,,1,,,,
RE00429_A02,185.028,R01972,60030425,"Ethylisobutyrat, natürlich Halal",0.0000787500,97-62-1,fruity,ethereal,fusel,rummy,fruity,fresh,,1,,,,
RE00734_A01,185.471,R01972,60030425,"Ethylisobutyrat, natürlich Halal",0.0000230000,97-62-1,fruity,ethereal,fusel,rummy,fruity,fresh,,1,,,,
RE00429_A02,185.028,R01621,60030162,"Ethyllactat, natürlich Kosher Halal",0.0028350000,97-64-3,fruity,tart,buttery,butterscotch,fruity,fresh,,100,,,,
RE00171_A01,185.091,R01621,60030162,"Ethyllactat, natürlich Kosher Halal",0.0001000000,97-64-3,fruity,tart,buttery,butterscotch,fruity,fresh,,100,,,,
29201953,187.886P,R01621,60030162,"Ethyllactat, natürlich Kosher Halal",0.0086650000,97-64-3,fruity,tart,buttery,butterscotch,fruity,fresh,,100,,,,
