Rez.-Nr.,Ident,ERP-Nr.,Name,Totalmenge,Richtdosierung in g/l,CAS-Nr.,Odour-Type 1,Odour-Type 2,Odour-Type 3,Threshold
185.664,R01721,60030261,Methyl-trans-cinnamat Halal Kosher,0.002348,0.4,1754-62-7,warm,balsamic,fruity,"0,7"
186.192,R01721,60030261,Methyl-trans-cinnamat Halal Kosher,0.011113,0.23,1754-62-7,warm,balsamic,fruity,"0,7"
185.028,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,0005425","0,400",103-26-4,warm,balsamic,,"0,066666667"
185.043P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,00075","0,800",103-26-4,warm,balsamic,,"0,066666667"
185.091,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,0054","0,500",103-26-4,warm,balsamic,,"0,066666667"
185.178HP,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,00541","0,300",103-26-4,warm,balsamic,,"0,066666667"
185.267,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,007","0,500",103-26-4,warm,balsamic,,"0,066666667"
185.291,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,0017","1,0",103-26-4,warm,balsamic,,"0,066666667"
185.314,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,005004","0,600",103-26-4,warm,balsamic,,"0,066666667"
185.339P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,000216","1,000",103-26-4,warm,balsamic,,"0,066666667"
185.382P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,001","1,000",103-26-4,warm,balsamic,,"0,066666667"
185.471,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,007368","1,000",103-26-4,warm,balsamic,,"0,066666667"
185.578P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,001276","0,120",103-26-4,warm,balsamic,,"0,066666667"
185.902P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,000552","0,500",103-26-4,warm,balsamic,,"0,066666667"
185.922P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,001891","0,500",103-26-4,warm,balsamic,,"0,066666667"
185.984P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,001799","0,400",103-26-4,warm,balsamic,,"0,066666667"
186.293P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,000491","1,100",103-26-4,warm,balsamic,,"0,066666667"
186.395P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,00495","1,000",103-26-4,warm,balsamic,,"0,066666667"
186.396P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,004125","1,000",103-26-4,warm,balsamic,,"0,066666667"
186.981P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,005","0,300",103-26-4,warm,balsamic,,"0,066666667"
186.985P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,000435","1,200",103-26-4,warm,balsamic,,"0,066666667"
187.004P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,003134","0,200",103-26-4,warm,balsamic,,"0,066666667"
187.064P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,013333","0,500",103-26-4,warm,balsamic,,"0,066666667"
187.119P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,00131","1,900",103-26-4,warm,balsamic,,"0,066666667"
187.246P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,00054","0,300",103-26-4,warm,balsamic,,"0,066666667"
187.482P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,001","0,965",103-26-4,warm,balsamic,,"0,066666667"
187.507P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,006875","0,600",103-26-4,warm,balsamic,,"0,066666667"
187.521P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,000949","0,600",103-26-4,warm,balsamic,,"0,066666667"
187.657P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,004953","0,200",103-26-4,warm,balsamic,,"0,066666667"
187.746P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,000401","1,000",103-26-4,warm,balsamic,,"0,066666667"
187.783P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,000631","2,500",103-26-4,warm,balsamic,,"0,066666667"
187.786P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,005893","0,400",103-26-4,warm,balsamic,,"0,066666667"
187.787P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,006286","0,200",103-26-4,warm,balsamic,,"0,066666667"
187.791P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,007395","1,000",103-26-4,warm,balsamic,,"0,066666667"
187.799P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,003502","0,700",103-26-4,warm,balsamic,,"0,066666667"
187.826P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal",7E-6,"1,200",103-26-4,warm,balsamic,,"0,066666667"
187.829P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,005628","0,500",103-26-4,warm,balsamic,,"0,066666667"
187.834P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,000909","0,700",103-26-4,warm,balsamic,,"0,066666667"
187.843P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,003263","0,600",103-26-4,warm,balsamic,,"0,066666667"
187.886P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,006254","0,350",103-26-4,warm,balsamic,,"0,066666667"
187.894P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,008542","0,250",103-26-4,warm,balsamic,,"0,066666667"
187.895P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,012419","0,120",103-26-4,warm,balsamic,,"0,066666667"
187.907,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,000873","2,000",103-26-4,warm,balsamic,,"0,066666667"
187.914P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,007286","0,700",103-26-4,warm,balsamic,,"0,066666667"
187.923P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,001648","0,500",103-26-4,warm,balsamic,,"0,066666667"
188.375P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,004538","0,600",103-26-4,warm,balsamic,,"0,066666667"
188.402P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal",8E-6,"2,000",103-26-4,warm,balsamic,,"0,066666667"
188.412P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,000669","0,400",103-26-4,warm,balsamic,,"0,066666667"
188.491P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,0004","0,200",103-26-4,warm,balsamic,,"0,066666667"
188.628P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,01375","0,300",103-26-4,warm,balsamic,,"0,066666667"
188.656P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,0039","0,800",103-26-4,warm,balsamic,,"0,066666667"
188.668P,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal","0,022","0,500",103-26-4,warm,balsamic,,"0,066666667"
188.819,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.00075,"0,3",103-26-4,warm,balsamic,,"0,066666667"
188.992,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.0058,0.4,103-26-4,warm,balsamic,,"0,066666667"
185.044,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.00075,0.3,103-26-4,warm,balsamic,,"0,066666667"
185.133,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.00624,1,103-26-4,warm,balsamic,,"0,066666667"
186.821,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.00624,1,103-26-4,warm,balsamic,,"0,066666667"
187.365,R01916,60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.005097,0.5,103-26-4,warm,balsamic,,"0,066666667"
185.028,R01356,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,"0,015","0,400",79-33-4,fresh,odorless,,0
185.043P,R01356,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,"0,00084","0,800",79-33-4,fresh,odorless,,0
185.471,R01356,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,"0,027714","1,000",79-33-4,fresh,odorless,,0
186.950P,R01356,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,"0,05","1,000",79-33-4,fresh,odorless,,0
187.522P,R01356,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,"0,01","0,500",79-33-4,fresh,odorless,,0
187.571P,R01356,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,"0,00231","0,100",79-33-4,fresh,odorless,,0
187.694P,R01356,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,"0,03125","0,400",79-33-4,fresh,odorless,,0
187.695P,R01356,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,"0,017857","0,750",79-33-4,fresh,odorless,,0
187.796P,R01356,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,"0,075","0,150",79-33-4,fresh,odorless,,0
187.886P,R01356,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,"0,05676","0,350",79-33-4,fresh,odorless,,0
188.375P,R01356,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,"0,025438","0,600",79-33-4,fresh,odorless,,0
188.819,R01356,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,0.00084,"0,3",79-33-4,fresh,odorless,,0
189.014,R01356,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,0.005,1,79-33-4,fresh,odorless,,0
185.044,R01356,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,0.00084,0.3,79-33-4,fresh,odorless,,0
187.365,R01356,61010004_AS,Milchsäure 80%ig (als Aromastoff) Halal Kosher,0.05,0.5,79-33-4,fresh,odorless,,0
185.796P,R02219,60040011_+ÖK+,Mimosa-Absolue,"0,00038827","0,860",8031-03-6,floral,green,,
187.119P,R02219,60040011_+ÖK+,Mimosa-Absolue,9E-6,"1,900",8031-03-6,floral,green,,
185.727P,R02311,60020069_+ÖK+,Muskatnuss-Öl Terpenfrei,"5,4E-5","1,000",8008-45-5,warm,woody,,
187.004P,R02314,60030625_+K+,"Myrcen, natürlich Halal BG V",6E-6,"0,200",123-35-3,woody,peppery,,
185.727P,R02665,60020068_+ÖK+,"Nelkenknospen-Öl, Typ Rosine","0,00028","1,000",8000-34-8,woody,warm,,
187.015P,R01740,60030280_+T+,Neohesperidindihydrochalcon FMP Halal,5E-6,"0,350",20702-77-6,odorless,,,
187.015P,R03250,60030281,Nerol Halal Kosher,3E-5,"0,350",106-25-2,floral,citrus,,
186.490P,R01742,60030282,Nerolidol,"0,000119","0,500",7212-44-4,woody,warm,fresh,"0,5"
185.028,R01982,60030435,"Nerolidol, natürlich (Aromaextrakt) Halal","3,5E-5","0,400",7212-44-4,woody,warm,fresh,"0,5"
185.043P,R01982,60030435,"Nerolidol, natürlich (Aromaextrakt) Halal","1,4E-5","0,800",7212-44-4,woody,warm,fresh,"0,5"
185.507P,R01982,60030435,"Nerolidol, natürlich (Aromaextrakt) Halal",2E-6,"0,300",7212-44-4,woody,warm,fresh,"0,5"
185.796P,R01982,60030435,"Nerolidol, natürlich (Aromaextrakt) Halal",1E-6,"0,860",7212-44-4,woody,warm,fresh,"0,5"
186.179P,R01982,60030435,"Nerolidol, natürlich (Aromaextrakt) Halal",2E-6,"0,400",7212-44-4,woody,warm,fresh,"0,5"
186.395P,R01982,60030435,"Nerolidol, natürlich (Aromaextrakt) Halal","0,000347","1,000",7212-44-4,woody,warm,fresh,"0,5"
186.396P,R01982,60030435,"Nerolidol, natürlich (Aromaextrakt) Halal","0,000289","1,000",7212-44-4,woody,warm,fresh,"0,5"
187.507P,R01982,60030435,"Nerolidol, natürlich (Aromaextrakt) Halal","0,000482","0,600",7212-44-4,woody,warm,fresh,"0,5"
188.628P,R01982,60030435,"Nerolidol, natürlich (Aromaextrakt) Halal","0,000964","0,300",7212-44-4,woody,warm,fresh,"0,5"
188.819,R01982,60030435,"Nerolidol, natürlich (Aromaextrakt) Halal",0.000014,"0,3",7212-44-4,woody,warm,fresh,"0,5"
185.044,R01982,60030435,"Nerolidol, natürlich (Aromaextrakt) Halal",0.000014,0.3,7212-44-4,woody,warm,fresh,"0,5"
187.787P,R04593,60020138_+ÖK+,Neroli-Öl Tunisien,"2,5E-5","0,200",8016-38-4,fresh,floral,woody,"0,3"
187.894P,R04593,60020138_+ÖK+,Neroli-Öl Tunisien,"0,000128","0,250",8016-38-4,fresh,floral,woody,"0,3"
185.309P,R01743,60030283_+K+,Nerylacetat Halal,"0,0001","0,500",141-12-8,floral,fresh,warm,0.666666667
186.569P,R01913,60030385_+K+,"Nerylacetat, natürlich Halal","1,2E-5","0,300",141-12-8,floral,fresh,warm,0.666666667
187.004P,R02149,60030548_+K+,"Nonanal, natürlich Halal","2,1E-5","0,200",124-19-6,floral,citrus,,
187.662P,R02014,60030462,Nonansäure,"6,2E-5","0,500",112-05-0,dairy,,,
186.490P,R01747,60030287_+K+,Octanal Halal,"1,1E-5","0,500",124-13-0,warm,fresh,fruity,"0,05"
185.507P,R01988,60030440_+K+,"Octanal, natürlich Halal BG V",4E-6,"0,300",124-13-0,warm,fresh,fruity,"0,05"
185.796P,R01988,60030440_+K+,"Octanal, natürlich Halal BG V",2E-6,"0,860",124-13-0,warm,fresh,fruity,"0,05"
186.179P,R01988,60030440_+K+,"Octanal, natürlich Halal BG V",4E-6,"0,400",124-13-0,warm,fresh,fruity,"0,05"
185.239,R01748,60030288,Octansäure,"0,00065","0,200",124-07-2,warm,fresh,unpleasant,"0,5"
186.190P,R01748,60030288,Octansäure,"0,00165","0,300",124-07-2,warm,fresh,unpleasant,"0,5"
187.695P,R01748,60030288,Octansäure,"1,4E-5","0,750",124-07-2,warm,fresh,unpleasant,"0,5"
187.752P,R01748,60030288,Octansäure,"0,000377","0,170",124-07-2,warm,fresh,unpleasant,"0,5"
187.753P,R01748,60030288,Octansäure,"0,000377","0,170",124-07-2,warm,fresh,unpleasant,"0,5"
187.522P,R01748,60030288,Octansäure Halal,"0,001579","0,500",124-07-2,warm,fresh,unpleasant,"0,5"
187.694P,R01748,60030288,Octansäure Halal,"2,5E-5","0,400",124-07-2,warm,fresh,unpleasant,"0,5"
186.950P,R01748,60030288,Octansäure Halal Kosher,4E-5,"1,000",124-07-2,warm,fresh,unpleasant,"0,5"
187.773P,R01748,60030288,Octansäure Halal Kosher,"0,006469","0,800",124-07-2,warm,fresh,unpleasant,"0,5"
187.920P,R01748,60030288,Octansäure Halal Kosher,"0,007232","0,200",124-07-2,warm,fresh,unpleasant,"0,5"
188.894,R01748,60030288,Octansäure Halal Kosher,0.001758,0.5,124-07-2,warm,fresh,unpleasant,"0,5"
185.664,R01748,60030288,Octansäure Halal Kosher,0.000308,0.4,124-07-2,warm,fresh,unpleasant,"0,5"
185.028,R01911,60030384,"Octansäure, natürlich Kosher Halal","4,375E-5","0,400",124-07-2,warm,fresh,unpleasant,"0,5"
185.043P,R01911,60030384,"Octansäure, natürlich Kosher Halal","1,3E-5","0,800",124-07-2,warm,fresh,unpleasant,"0,5"
185.091,R01911,60030384,"Octansäure, natürlich Kosher Halal","0,00096","0,500",124-07-2,warm,fresh,unpleasant,"0,5"
185.178HP,R01911,60030384,"Octansäure, natürlich Kosher Halal","0,00096","0,300",124-07-2,warm,fresh,unpleasant,"0,5"
185.507P,R01911,60030384,"Octansäure, natürlich Kosher Halal",3E-6,"0,300",124-07-2,warm,fresh,unpleasant,"0,5"
185.796P,R01911,60030384,"Octansäure, natürlich Kosher Halal",2E-6,"0,860",124-07-2,warm,fresh,unpleasant,"0,5"
186.179P,R01911,60030384,"Octansäure, natürlich Kosher Halal",3E-6,"0,400",124-07-2,warm,fresh,unpleasant,"0,5"
187.746P,R01911,60030384,"Octansäure, natürlich Kosher Halal","0,000162","1,000",124-07-2,warm,fresh,unpleasant,"0,5"
187.894P,R01911,60030384,"Octansäure, natürlich Kosher Halal","0,00296","0,250",124-07-2,warm,fresh,unpleasant,"0,5"
188.668P,R01911,60030384,"Octansäure, natürlich Kosher Halal","0,0008","0,500",124-07-2,warm,fresh,unpleasant,"0,5"
188.819,R01911,60030384,"Octansäure, natürlich Kosher Halal",0.000013,"0,3",124-07-2,warm,fresh,unpleasant,"0,5"
188.992,R01911,60030384,"Octansäure, natürlich Kosher Halal",0.00018,0.4,124-07-2,warm,fresh,unpleasant,"0,5"
185.044,R01911,60030384,"Octansäure, natürlich Kosher Halal",0.000013,0.3,124-07-2,warm,fresh,unpleasant,"0,5"
188.412P,R02124,60030532,"Octylacetat, natürlich",7E-5,"0,400",112-14-1,floral,green,unpleasant,"0,1"
188.992,R02124,60030532,"Octylacetat, natürlich Halal",0.00055,0.4,112-14-1,floral,green,unpleasant,"0,1"
189.012,R02186,60030580,"Octylbutyrat, natürlich",0.000005,0.3,110-39-4,fruity,green,,
185.727P,R01896,60010006_+ZK+,Orangen-Öl terpenfrei Halal,"0,00025","1,000",8008-57-9,fresh,fruity,,
185.902P,R01992,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V","0,00064","0,500",68647-72-3,fresh,woody,,2
185.922P,R01992,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V","3,2E-5","0,500",68647-72-3,fresh,woody,,2
186.395P,R01992,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V","0,000114","1,000",68647-72-3,fresh,woody,,2
186.396P,R01992,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V","9,5E-5","1,000",68647-72-3,fresh,woody,,2
186.490P,R01992,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V","4,8E-5","0,500",68647-72-3,fresh,woody,,2
187.004P,R01992,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V","0,007266","0,200",68647-72-3,fresh,woody,,2
187.507P,R01992,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V","0,000158","0,600",68647-72-3,fresh,woody,,2
187.521P,R01992,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V","1,8E-5","0,600",68647-72-3,fresh,woody,,2
187.746P,R01992,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V",3E-5,"1,000",68647-72-3,fresh,woody,,2
187.786P,R01992,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V","4,8E-5","0,400",68647-72-3,fresh,woody,,2
187.834P,R01992,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V","0,000462","0,700",68647-72-3,fresh,woody,,2
188.462KHP,R01992,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V","0,0001","0,700",68647-72-3,fresh,woody,,2
188.628P,R01992,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V","0,000316","0,300",68647-72-3,fresh,woody,,2
189.012,R01992,60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V",0.00004,0.3,68647-72-3,fresh,woody,,2
189.051,R03541,60020193_+ÖK+,"Pfefferminz-Öl (Mentha piperita), Terpenfrei",0.000027,0.2,800-90-4,fresh,minty,,
187.893P,R02257,60030610,Phenethyl-2-methylbutyrat Halal,"0,000134","2,300",24817-51-4,floral,green,,
188.462KHP,R01761,60030301,Phenethylacetat Halal Kosher,"0,00012","0,700",103-45-7,floral,,,
186.985P,R02011,60030459,"Phenethylacetat, natürlich Halal",1E-6,"1,200",103-45-7,floral,,,
187.893P,R01762,60030302,Phenethylalkohol Halal,"4,5E-5","2,300",60-12-8,floral,,,5
188.462KHP,R01762,60030302,Phenethylalkohol Halal Kosher,"0,00023","0,700",60-12-8,floral,,,5
185.382P,R02000,60030450,"Phenethylalkohol, natürlich Kosher Halal","0,0004","1,000",60-12-8,floral,,,5
186.985P,R02000,60030450,"Phenethylalkohol, natürlich Kosher Halal",2E-5,"1,200",60-12-8,floral,,,5
187.004P,R02000,60030450,"Phenethylalkohol, natürlich Kosher Halal","0,007301","0,200",60-12-8,floral,,,5
187.482P,R02000,60030450,"Phenethylalkohol, natürlich Kosher Halal","0,0004","0,965",60-12-8,floral,,,5
185.339P,R02067,60030503_+K+,"Phenylacetaldehyd 10% in Ethanol, natürlich","0,000963","1,000",122-78-1 /  64-17-5,floral,warm,balsamic,1
185.507P,R02067,60030503_+K+,"Phenylacetaldehyd 10% in Ethanol, natürlich",8E-6,"0,300",122-78-1 /  64-17-5,floral,warm,balsamic,1
185.796P,R02067,60030503_+K+,"Phenylacetaldehyd 10% in Ethanol, natürlich",4E-6,"0,860",122-78-1 /  64-17-5,floral,warm,balsamic,1
187.004P,R02067,60030503_+K+,"Phenylacetaldehyd 10% in Ethanol, natürlich","0,001864","0,200",122-78-1 /  64-17-5,floral,warm,balsamic,1
186.179P,R03712,60030734_+K+,"Phenylacetaldehyd 10% in Triacetin, natürlich Halal",8E-6,"0,400",122-78-1,floral,,,
187.796P,R01768,60030308,Propanol Halal,"0,006875","0,150",71-23-8,fresh,,,100
188.866,R01768,60030308,Propanol Halal,0.002,0.5,71-23-8,fresh,,,100
185.748P,R01767,60030307_+T+,Propionaldehyd Kosher Halal,"3,4E-6","0,100",123-38-6,alcoholic,,,
186.569P,R02389,60030749_+T+,"Propionaldehyd, natürlich Kosher","1,32E-5","0,300",123-38-6,alcoholic,,,
185.090P,R01769,60030309,Propionsäure Kosher Halal,"0,000885","0,900",79-09-4,unpleasant,fruity,,6.666666667
185.615,R01769,60030309,Propionsäure Kosher Halal,"0,009602","0,150",79-09-4,unpleasant,fruity,,6.666666667
185.748P,R01769,60030309,Propionsäure Kosher Halal,"7,9E-5","0,100",79-09-4,unpleasant,fruity,,6.666666667
187.015P,R01769,60030309,Propionsäure Kosher Halal,"0,0005","0,350",79-09-4,unpleasant,fruity,,6.666666667
187.061P,R01769,60030309,Propionsäure Kosher Halal,"0,0002","1,000",79-09-4,unpleasant,fruity,,6.666666667
187.892P,R01769,60030309,Propionsäure Kosher Halal,"0,005786","0,200",79-09-4,unpleasant,fruity,,6.666666667
187.893P,R01769,60030309,Propionsäure Kosher Halal,"0,00258","2,300",79-09-4,unpleasant,fruity,,6.666666667
188.462KHP,R01769,60030309,Propionsäure Kosher Halal,"0,0034","0,700",79-09-4,unpleasant,fruity,,6.666666667
188.976,R01769,60030309,Propionsäure Kosher Halal,0.006725,0.5,79-09-4,unpleasant,fruity,,6.666666667
189.075,R01769,60030309,Propionsäure Kosher Halal,0.00005,0.25,79-09-4,unpleasant,fruity,,6.666666667
185.578P,R02154,60030553,"Propionsäure, natürlich Halal","0,012411","0,120",79-09-4,unpleasant,fruity,,6.666666667
187.783P,R02154,60030553,"Propionsäure, natürlich Halal","0,00033","2,500",79-09-4,unpleasant,fruity,,6.666666667
187.787P,R02154,60030553,"Propionsäure, natürlich Halal","0,00013","0,200",79-09-4,unpleasant,fruity,,6.666666667
187.799P,R02154,60030553,"Propionsäure, natürlich Halal","0,001487","0,700",79-09-4,unpleasant,fruity,,6.666666667
187.800P,R02154,60030553,"Propionsäure, natürlich Halal","0,001018","1,000",79-09-4,unpleasant,fruity,,6.666666667
187.843P,R02154,60030553,"Propionsäure, natürlich Halal","0,000584","0,600",79-09-4,unpleasant,fruity,,6.666666667
187.894P,R02154,60030553,"Propionsäure, natürlich Halal","0,001127","0,250",79-09-4,unpleasant,fruity,,6.666666667
187.895P,R02154,60030553,"Propionsäure, natürlich Halal","3,3E-5","0,120",79-09-4,unpleasant,fruity,,6.666666667
187.914P,R02154,60030553,"Propionsäure, natürlich Halal","0,003718","0,700",79-09-4,unpleasant,fruity,,6.666666667
187.916P,R02154,60030553,"Propionsäure, natürlich Halal","0,001018","1,000",79-09-4,unpleasant,fruity,,6.666666667
187.923P,R02154,60030553,"Propionsäure, natürlich Halal","0,000707","0,500",79-09-4,unpleasant,fruity,,6.666666667
188.375P,R02154,60030553,"Propionsäure, natürlich Halal","0,000392","0,600",79-09-4,unpleasant,fruity,,6.666666667
188.977,R02154,60030553,"Propionsäure, natürlich Halal",0.0138,0.6,79-09-4,unpleasant,fruity,,6.666666667
188.992,R02154,60030553,"Propionsäure, natürlich Halal",0.0044,0.4,79-09-4,unpleasant,fruity,,6.666666667
186.490P,R01770,60030310,Propylacetat,"3,7E-5","0,500",109-60-4,alcoholic,fruity,,
187.893P,R01770,60030310,Propylacetat,"0,000318","2,300",109-60-4,alcoholic,fruity,,
188.462KHP,R01770,60030310,Propylacetat Halal Kosher,"0,00019","0,700",109-60-4,alcoholic,fruity,,
185.741P,R01771,60030311,Propylbutyrat Kosher,"0,000269","1,000",105-66-8,fruity,exotic,,
185.028,R01776,61020002,Propylenglycol Kosher Halal,"0,23650193375","0,400",57-55-6,odorless,,,k.E.
185.043P,R01776,61020002,Propylenglycol Kosher Halal,"0,01275","0,800",57-55-6,odorless,,,k.E.
185.046,R01776,61020002,Propylenglycol Kosher Halal,"0,9646","0,600",57-55-6,odorless,,,k.E.
185.086,R01776,61020002,Propylenglycol Kosher Halal,"0,8695436","0,300",57-55-6,odorless,,,k.E.
185.090P,R01776,61020002,Propylenglycol Kosher Halal,"0,003417","0,900",57-55-6,odorless,,,k.E.
185.091,R01776,61020002,Propylenglycol Kosher Halal,"0,04641","0,500",57-55-6,odorless,,,k.E.
185.178HP,R01776,61020002,Propylenglycol Kosher Halal,"0,6465715","0,300",57-55-6,odorless,,,k.E.
185.237H,R01776,61020002,Propylenglycol Kosher Halal,"0,755672","0,500",57-55-6,odorless,,,k.E.
185.239,R01776,61020002,Propylenglycol Kosher Halal,"0,90525","0,200",57-55-6,odorless,,,k.E.
185.267,R01776,61020002,Propylenglycol Kosher Halal,"0,712","0,500",57-55-6,odorless,,,k.E.
185.291,R01776,61020002,Propylenglycol Kosher Halal,"0,8745","1,0",57-55-6,odorless,,,k.E.
185.309P,R01776,61020002,Propylenglycol Kosher Halal,"0,6081665","0,500",57-55-6,odorless,,,k.E.
185.314,R01776,61020002,Propylenglycol Kosher Halal,"0,001275","0,600",57-55-6,odorless,,,k.E.
185.321,R01776,61020002,Propylenglycol Kosher Halal,"0,90285699","0,300",57-55-6,odorless,,,k.E.
185.339P,R01776,61020002,Propylenglycol Kosher Halal,"0,82111389","1,000",57-55-6,odorless,,,k.E.
185.382P,R01776,61020002,Propylenglycol Kosher Halal,"0,9627912","1,000",57-55-6,odorless,,,k.E.
185.471,R01776,61020002,Propylenglycol Kosher Halal,"0,812727936","1,000",57-55-6,odorless,,,k.E.
185.507P,R01776,61020002,Propylenglycol Kosher Halal,"0,873747215","0,300",57-55-6,odorless,,,k.E.
185.514,R01776,61020002,Propylenglycol Kosher Halal,"0,000122","0,250",57-55-6,odorless,,,k.E.
185.578P,R01776,61020002,Propylenglycol Kosher Halal,"0,59564135","0,120",57-55-6,odorless,,,k.E.
185.615,R01776,61020002,Propylenglycol Kosher Halal,"0,84655835","0,150",57-55-6,odorless,,,k.E.
185.621P,R01776,61020002,Propylenglycol Kosher Halal,"0,639499337","0,200",57-55-6,odorless,,,k.E.
