Stamm-Nr.,Rez.-Nr.,Rezepturbezeichnung,ERP-Nr.,Name,Totalmenge,CAS-Nr.: - Hinweis 1,Sensorik_1,Sensorik_2,Sensorik_3,Sensorik_4,Odour Type 1 FlavourWheel,Odour Type 2 Flavour Wheel,Odour Type 3 Flavour Wheel,Threshold ppm (Datenbank),,,
29201573,187.507P,Erdbeer-Aroma,60030516,"cis-3-Hexenylhexanoat, natürlich Halal",0.0005280000,31501-11-8,green,fruity,waxy,pear,green,fruity,,0.066666667,,,
29201588,187.522P,Erdbeer-Aroma,60030005,cis-3-Hexenylhexanoat Halal Kosher,0.0022420000,31501-11-8,green,fruity,waxy,pear,green,fruity,,0.066666667,,,
29201971,187.892P,Erdbeer-Aroma,60030005,cis-3-Hexenylhexanoat Halal Kosher,0.0003210000,31501-11-8,green,fruity,waxy,pear,green,fruity,,0.066666667,,,
29202007,187.920P,Erdbeer-Aroma,60030005,cis-3-Hexenylhexanoat Halal Kosher,0.0001760000,31501-11-8,green,fruity,waxy,pear,green,fruity,,0.066666667,,,
29202746,188.628P,Erdbeer-Aroma,60030516,"cis-3-Hexenylhexanoat, natürlich Halal",0.0010560000,31501-11-8,green,fruity,waxy,pear,green,fruity,,0.066666667,,,
29202914,188.796P,Erdbeer-Aroma,60030516,"cis-3-Hexenylhexanoat, natürlich Halal",0.0013620000,31501-11-8,green,fruity,waxy,pear,green,fruity,,0.066666667,,,
29202007,187.920P,Erdbeer-Aroma,60030652,cis-3-Hexenylformiat Kosher Halal,0.0013430000,33467-73-1,green,fresh,waxy,vegetable,green,fresh,,"0,1",,,
29200974,187.061P,Erdbeer-Aroma,60030107,cis-3-Hexenylpropionat Halal Kosher,0.0001430000,33467-74-2,green,waxy,vegetable,apple,green,unpleasant,,0.066666667,,,
29201971,187.892P,Erdbeer-Aroma,60030107,cis-3-Hexenylpropionat Halal Kosher,0.0014620000,33467-74-2,green,waxy,vegetable,apple,green,unpleasant,,0.066666667,,,
RE00734_A01,185.471,Erdbeer-Aroma,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0005101500,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
RE00956_A01,185.615,Erdbeer-Aroma,60030479_+K+,Furaneol Halal Kosher,0.0092866500,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29200240,185.675P,Erdbeer-Aroma,60030479_+K+,Furaneol Halal Kosher,0.0105000000,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29201172,185.741P,Erdbeer-Aroma,60030479_+K+,Furaneol Halal,0.0210375000,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29200817,185.796P,Erdbeer-Aroma,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0038460000,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
RE02701_A01,186.395P,Erdbeer-Aroma,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0088674000,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29200308,186.396P,Erdbeer-Aroma,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0073894500,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29200823,186.950P,Erdbeer-Aroma,60030479_+K+,Furaneol Halal Kosher,0.0033750000,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29200974,187.061P,Erdbeer-Aroma,60030479_+K+,Furaneol Halal Kosher,0.0225000000,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29201025,187.119P,Erdbeer-Aroma,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0013500000,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29201573,187.507P,Erdbeer-Aroma,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0123157500,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29201588,187.522P,Erdbeer-Aroma,60030479_+K+,Furaneol Halal Kosher,0.0118497000,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29201745,187.662P,Erdbeer-Aroma,60030479_+K+,Furaneol Halal Kosher,0.1192992000,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29201835,187.746P,Erdbeer-Aroma,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0001732500,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29201947,187.871P,Erdbeer-Aroma,60030479_+K+,Furaneol Halal,0.0091584000,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29201955,187.885P,Erdbeer-Aroma,60030479_+K+,Furaneol Halal Kosher,0.0042429000,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29201971,187.892P,Erdbeer-Aroma,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0000093000,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29201964,187.893P,Erdbeer-Aroma,60030479_+K+,Furaneol Halal Kosher,0.0314701500,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29201969,187.894P,Erdbeer-Aroma,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0133471500,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29202007,187.920P,Erdbeer-Aroma,60030479_+K+,Furaneol Halal Kosher,0.0215875500,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29202746,188.628P,Erdbeer-Aroma,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0246315000,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29202795,188.668P,Erdbeer-Aroma,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0076500000,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29202914,188.796P,Erdbeer-Aroma,60030347_+K+,"Furaneol, natürlich Halal Kosher",0.0247828500,3658-77-3,Fruity,caramelized,pineapple,strawberry,fruity,warm,,0.1,,,
29200047,185.267,Erdbeer-Aroma,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0006490000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
RE00956_A01,185.615,Erdbeer-Aroma,60030108,cis-3-Hexenylacetat Halal Kosher,0.0000250000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29200240,185.675P,Erdbeer-Aroma,60030108,cis-3-Hexenylacetat Halal Kosher,0.0006120000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29201172,185.741P,Erdbeer-Aroma,60030108,cis-3-Hexenylacetat Halal Kosher,0.0002220000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29200817,185.796P,Erdbeer-Aroma,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0000010000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
RE02701_A01,186.395P,Erdbeer-Aroma,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0013260000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29200308,186.396P,Erdbeer-Aroma,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0011050000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29200823,186.950P,Erdbeer-Aroma,60030108,cis-3-Hexenylacetat Halal Kosher,0.0003000000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29200974,187.061P,Erdbeer-Aroma,60030108,cis-3-Hexenylacetat Halal Kosher,0.0001870000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29201025,187.119P,Erdbeer-Aroma,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0001200000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29201573,187.507P,Erdbeer-Aroma,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0018420000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29201588,187.522P,Erdbeer-Aroma,60030108,cis-3-Hexenylacetat Halal Kosher,0.0046380000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29201745,187.662P,Erdbeer-Aroma,60030108,cis-3-Hexenylacetat Halal Kosher,0.0001010000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29201835,187.746P,Erdbeer-Aroma,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0001510000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29201947,187.871P,Erdbeer-Aroma,60030108,cis-3-Hexenylacetat Halal Kosher,0.0037860000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29201955,187.885P,Erdbeer-Aroma,60030108,cis-3-Hexenylacetat Halal Kosher,0.0000280000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29201971,187.892P,Erdbeer-Aroma,60030108,cis-3-Hexenylacetat Halal Kosher,0.0120840000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29201964,187.893P,Erdbeer-Aroma,60030108,cis-3-Hexenylacetat Halal Kosher,0.0004900000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29201969,187.894P,Erdbeer-Aroma,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0049250000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29202007,187.920P,Erdbeer-Aroma,60030108,cis-3-Hexenylacetat Halal Kosher,0.0019360000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29202470,188.375P,Erdbeer-Aroma,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0001380000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29202513,188.412P,Erdbeer-Aroma,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0006380000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29202746,188.628P,Erdbeer-Aroma,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0036840000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
29202914,188.796P,Erdbeer-Aroma,60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",0.0000060000,3681-71-8,green,fresh,fruity,banana,green,fresh,fruity,0.1,,,
RE02504_A01,186.293P,Erdbeer-Aroma,60030439,"Thiomenthon, natürlich Halal",0.0000040000,38462-22-5,Catty,dull,fruity,black currant,green,fresh,fruity,0.0005,,,
29200817,185.796P,Erdbeer-Aroma,60030431_+K+,"Mesifuran, natürlich",0.0009700000,4077-47-8,fruity,caramellic,sherry,Xeres,fruity,warm,solvent,1,,,
29201835,187.746P,Erdbeer-Aroma,60030431_+K+,"Mesifuran, natürlich",0.0001410000,4077-47-8,fruity,caramellic,sherry,Xeres,fruity,warm,solvent,1,,,
RE00734_A01,185.471,Erdbeer-Aroma,60030544_+G+,"Diacetyl, natürlich Kosher Halal",0.0004120000,431-03-8,buttery,creamy,pungent,caramel,dairy,warm,unpleasant,0.066666667,,,
29200240,185.675P,Erdbeer-Aroma,60030135_+G+,Diacetyl Halal Kosher,0.0002320000,431-03-8,buttery,creamy,pungent,caramel,dairy,warm,unpleasant,0.066666667,,,
29201025,187.119P,Erdbeer-Aroma,60030544_+G+,"Diacetyl, natürlich Kosher Halal",0.0000500000,431-03-8,buttery,creamy,pungent,caramel,dairy,warm,unpleasant,0.066666667,,,
29201835,187.746P,Erdbeer-Aroma,60030544_+G+,"Diacetyl, natürlich Kosher Halal",0.0018210000,431-03-8,buttery,creamy,pungent,caramel,dairy,warm,unpleasant,0.066666667,,,
29201878,187.783P,Erdbeer-Aroma,60030414,"Isovaleriansäure, natürlich Halal",0.0001520000,503-74-2,cheesy,sweaty,cheese,tropical,dairy,unpleasant,fruity,1,,,
29201971,187.892P,Erdbeer-Aroma,60030238,Isovaleriansäure Halal,0.0002940000,503-74-2,cheesy,sweaty,cheese,tropical,dairy,unpleasant,fruity,1,,,
29201964,187.893P,Erdbeer-Aroma,60030238,Isovaleriansäure Halal,0.0001230000,503-74-2,cheesy,sweaty,cheese,tropical,dairy,unpleasant,fruity,1,,,
29201947,187.871P,Erdbeer-Aroma,60030602,2-Methylbutylbutyrat,0.0003440000,51115-64-1,apricot,apple,banana,pear,fruity,,,0.1,,,
29200817,185.796P,Erdbeer-Aroma,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal",0.0044582000,513-86-0,buttery,creamy,dairy,milky,dairy,,,5,,,
RE02504_A01,186.293P,Erdbeer-Aroma,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal",0.0100000000,513-86-0,buttery,creamy,dairy,milky,dairy,,,5,,,
RE02701_A01,186.395P,Erdbeer-Aroma,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal",0.0120000000,513-86-0,buttery,creamy,dairy,milky,dairy,,,5,,,
29200308,186.396P,Erdbeer-Aroma,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal",0.0100000000,513-86-0,buttery,creamy,dairy,milky,dairy,,,5,,,
29201573,187.507P,Erdbeer-Aroma,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal",0.0166666000,513-86-0,buttery,creamy,dairy,milky,dairy,,,5,,,
29201588,187.522P,Erdbeer-Aroma,60030897_+K+,Acetoin 50% in PG Kosher Halal,0.0230000000,513-86-0,buttery,creamy,dairy,milky,dairy,,,5,,,
29201835,187.746P,Erdbeer-Aroma,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal",0.0055226000,513-86-0,buttery,creamy,dairy,milky,dairy,,,5,,,
29201969,187.894P,Erdbeer-Aroma,60030423_+K+,"Acetoin, natürlich Kosher Halal",0.0046070000,513-86-0,buttery,creamy,dairy,milky,dairy,,,5,,,
29202746,188.628P,Erdbeer-Aroma,60030898_+K+,"Acetoin 50% in PG, natürlich Kosher Halal",0.0333332000,513-86-0,buttery,creamy,dairy,milky,dairy,,,5,,,
29202795,188.668P,Erdbeer-Aroma,60030423_+K+,"Acetoin, natürlich Kosher Halal",0.0092000000,513-86-0,buttery,creamy,dairy,milky,dairy,,,5,,,
29202914,188.796P,Erdbeer-Aroma,60030423_+K+,"Acetoin, natürlich Kosher Halal",0.0143640000,513-86-0,buttery,creamy,dairy,milky,dairy,,,5,,,
29201025,187.119P,Erdbeer-Aroma,60030703,"cis-3-Hexenyl-2-methylbutyrat, natürlich",0.0000100000,53398-85-9,Fruity,green,apple,pear,fruity,green,,6,,,
29201971,187.892P,Erdbeer-Aroma,60030791,cis-3-Hexenyl-2-methylbutyrat Halal Kosher,0.0003540000,53398-85-9,Fruity,green,apple,pear,fruity,green,,6,,,
29201955,187.885P,Erdbeer-Aroma,60030172,Ethylvalerat,0.0000110000,539-82-2,fruity,apple,pineapple,green,fruity,green,,0.5,,,
29200240,185.675P,Erdbeer-Aroma,60030318,Himbeerketon Halal Kosher,0.0010000000,5471-51-2,fruity,berry,jam,raspberry,fruity,floral,,0.1,,,
RE02504_A01,186.293P,Erdbeer-Aroma,60030383,"Himbeerketon, natürlich Kosher Halal",0.0000230000,5471-51-2,fruity,berry,jam,raspberry,fruity,floral,,0.1,,,
29200823,186.950P,Erdbeer-Aroma,60030318,Himbeerketon Halal Kosher,0.0003550000,5471-51-2,fruity,berry,jam,raspberry,fruity,floral,,0.1,,,
29201971,187.892P,Erdbeer-Aroma,60030318,Himbeerketon Halal Kosher,0.0149470000,5471-51-2,fruity,berry,jam,raspberry,fruity,floral,,0.1,,,
29201964,187.893P,Erdbeer-Aroma,60030318,Himbeerketon Halal Kosher,0.0026820000,5471-51-2,fruity,berry,jam,raspberry,fruity,floral,,0.1,,,
29201969,187.894P,Erdbeer-Aroma,60030383,"Himbeerketon, natürlich Kosher Halal",0.0005830000,5471-51-2,fruity,berry,jam,raspberry,fruity,floral,,0.1,,,
29200047,185.267,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.7120000000,57-55-6,mild sweet,,,,,,,k.E.,,,
RE00734_A01,185.471,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.8127279360,57-55-6,mild sweet,,,,,,,k.E.,,,
RE00956_A01,185.615,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.8465583500,57-55-6,mild sweet,,,,,,,k.E.,,,
29200240,185.675P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.8335000000,57-55-6,mild sweet,,,,,,,k.E.,,,
29201172,185.741P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.7894995000,57-55-6,mild sweet,,,,,,,k.E.,,,
29200817,185.796P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.8577206050,57-55-6,mild sweet,,,,,,,k.E.,,,
RE01628_A01,185.902P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.9885825700,57-55-6,mild sweet,,,,,,,k.E.,,,
29203204,185.922P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.9841230000,57-55-6,mild sweet,,,,,,,k.E.,,,
RE02504_A01,186.293P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.0250000000,57-55-6,mild sweet,,,,,,,k.E.,,,
RE02701_A01,186.395P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.9142955500,57-55-6,mild sweet,,,,,,,k.E.,,,
29200308,186.396P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.9247743400,57-55-6,mild sweet,,,,,,,k.E.,,,
29200823,186.950P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.8907827000,57-55-6,mild sweet,,,,,,,k.E.,,,
29200974,187.061P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.9622590000,57-55-6,mild sweet,,,,,,,k.E.,,,
29201025,187.119P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.4865050000,57-55-6,mild sweet,,,,,,,k.E.,,,
29201573,187.507P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.8746220650,57-55-6,mild sweet,,,,,,,k.E.,,,
29201588,187.522P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.1246483000,57-55-6,mild sweet,,,,,,,k.E.,,,
29201745,187.662P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.6760288000,57-55-6,mild sweet,,,,,,,k.E.,,,
29201835,187.746P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.0147882500,57-55-6,mild sweet,,,,,,,k.E.,,,
29201878,187.783P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.0059540000,57-55-6,mild sweet,,,,,,,k.E.,,,
29201947,187.871P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.9086841250,57-55-6,mild sweet,,,,,,,k.E.,,,
29201955,187.885P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.9152888980,57-55-6,mild sweet,,,,,,,k.E.,,,
29201971,187.892P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.4757690800,57-55-6,mild sweet,,,,,,,k.E.,,,
29202007,187.920P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.3710674000,57-55-6,mild sweet,,,,,,,k.E.,,,
29202470,188.375P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.4608000000,57-55-6,mild sweet,,,,,,,k.E.,,,
29202513,188.412P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.9316530000,57-55-6,mild sweet,,,,,,,k.E.,,,
29202746,188.628P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.7492441300,57-55-6,mild sweet,,,,,,,k.E.,,,
29202795,188.668P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.5300000000,57-55-6,mild sweet,,,,,,,k.E.,,,
29202914,188.796P,Erdbeer-Aroma,61020002,Propylenglycol Kosher Halal,0.1418736450,57-55-6,mild sweet,,,,,,,k.E.,,,
29200817,185.796P,Erdbeer-Aroma,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal",0.0016500000,600-14-6,buttery,pungent,butter,creamy,dairy,unpleasant,,0.05,,,
RE02701_A01,186.395P,Erdbeer-Aroma,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal",0.0001380000,600-14-6,buttery,pungent,butter,creamy,dairy,unpleasant,,0.05,,,
29200308,186.396P,Erdbeer-Aroma,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal",0.0001150000,600-14-6,buttery,pungent,butter,creamy,dairy,unpleasant,,0.05,,,
29201573,187.507P,Erdbeer-Aroma,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal",0.0001920000,600-14-6,buttery,pungent,butter,creamy,dairy,unpleasant,,0.05,,,
29201835,187.746P,Erdbeer-Aroma,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal",0.0001080000,600-14-6,buttery,pungent,butter,creamy,dairy,unpleasant,,0.05,,,
29201969,187.894P,Erdbeer-Aroma,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal",0.0005450000,600-14-6,buttery,pungent,butter,creamy,dairy,unpleasant,,0.05,,,
29202746,188.628P,Erdbeer-Aroma,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal",0.0003840000,600-14-6,buttery,pungent,butter,creamy,dairy,unpleasant,,0.05,,,
29202795,188.668P,Erdbeer-Aroma,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal",0.0058000000,600-14-6,buttery,pungent,butter,creamy,dairy,unpleasant,,0.05,,,
29202914,188.796P,Erdbeer-Aroma,60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal",0.0106320000,600-14-6,buttery,pungent,butter,creamy,dairy,unpleasant,,0.05,,,
29201969,187.894P,Erdbeer-Aroma,60030419_+K+,"Ethylpyruvat, natürlich",0.0005520000,617-35-6,ethereal,fruity,sharp,rum,solvent,fruity,,10,,,
29200823,186.950P,Erdbeer-Aroma,60030109,cis-3-Hexenyllactat Halal,0.0011650000,61931-81-5,Fresh,green,leafy,,green,fresh,,1,,,
29200817,185.796P,Erdbeer-Aroma,60030420,"Methylbutyrat, natürlich Halal",0.0000040000,623-42-7,fruity,apple,banana,pineapple,fruity,green,,0.066666667,,,
29200974,187.061P,Erdbeer-Aroma,60030260,Methylbutyrat Halal,0.0003610000,623-42-7,fruity,apple,banana,pineapple,fruity,green,,0.066666667,,,
29201835,187.746P,Erdbeer-Aroma,60030420,"Methylbutyrat, natürlich Halal",0.0001190000,623-42-7,fruity,apple,banana,pineapple,fruity,green,,0.066666667,,,
29202914,188.796P,Erdbeer-Aroma,60030420,"Methylbutyrat, natürlich Halal",0.0000240000,623-42-7,fruity,apple,banana,pineapple,fruity,green,,0.066666667,,,
29201971,187.892P,Erdbeer-Aroma,60030022,2-Methylbutylacetat Kosher Halal,0.0010320000,624-41-9,fruity,over ripe,banana,juicy,fruity,,,0.1,,,
29201835,187.746P,Erdbeer-Aroma,60030759_+G+,"Dimethyldisulfid, natürlich Halal, V",0.0000260000,624-92-0,onion,cabbage-like,,,unpleasant,,,0.01,,,
RE02504_A01,186.293P,Erdbeer-Aroma,60030543,"Propylhexanoat, natürlich",0.0003930000,626-77-7,fruity,juicy,pineapple,green,fruity,,,0.01,,,
29200240,185.675P,Erdbeer-Aroma,60030179,Fraiston Halal Kosher,0.0000940000,6290-17-1,Fresh,fruity,apple,strawberry,fruity,fresh,,1,,,
29200817,185.796P,Erdbeer-Aroma,61020000,Ethanol (unversteuert) IP Kosher,0.0384387300,64-17-5,alcoholic,ethereal,medical,,,,,k.E.,,,
RE02504_A01,186.293P,Erdbeer-Aroma,61020000,Ethanol (unversteuert) IP Kosher,0.7950000000,64-17-5,alcoholic,ethereal,medical,,,,,k.E.,,,
29200974,187.061P,Erdbeer-Aroma,61020000,Ethanol (unversteuert) IP Kosher,0.0015840000,64-17-5,alcoholic,ethereal,medical,,,,,k.E.,,,
29201025,187.119P,Erdbeer-Aroma,61020000,Ethanol (unversteuert) IP Kosher,0.1992845000,64-17-5,alcoholic,ethereal,medical,,,,,k.E.,,,
29201588,187.522P,Erdbeer-Aroma,61020000,Ethanol (unversteuert) IP Kosher,0.7031207200,64-17-5,alcoholic,ethereal,medical,,,,,k.E.,,,
29201745,187.662P,Erdbeer-Aroma,61020000,Ethanol (unversteuert) IP Kosher,0.0073270000,64-17-5,alcoholic,ethereal,medical,,,,,k.E.,,,
29201835,187.746P,Erdbeer-Aroma,61020000,Ethanol (unversteuert) IP Kosher,0.9325510000,64-17-5,alcoholic,ethereal,medical,,,,,k.E.,,,
29201878,187.783P,Erdbeer-Aroma,61020000,Ethanol (unversteuert) IP Kosher,0.7930000000,64-17-5,alcoholic,ethereal,medical,,,,,k.E.,,,
29201964,187.893P,Erdbeer-Aroma,61020000,Ethanol (unversteuert) IP Kosher,0.9000238500,64-17-5,alcoholic,ethereal,medical,,,,,k.E.,,,
29201969,187.894P,Erdbeer-Aroma,61020000,Ethanol (unversteuert) IP Kosher,0.8239998500,64-17-5,alcoholic,ethereal,medical,,,,,k.E.,,,
29202007,187.920P,Erdbeer-Aroma,61020000,Ethanol (unversteuert) IP Kosher,0.1475430000,64-17-5,alcoholic,ethereal,medical,,,,,k.E.,,,
29202470,188.375P,Erdbeer-Aroma,61020000,Ethanol (unversteuert) IP Kosher,0.3180000000,64-17-5,alcoholic,ethereal,medical,,,,,k.E.,,,
29202795,188.668P,Erdbeer-Aroma,61020000,Ethanol (unversteuert) IP Kosher,0.1752500000,64-17-5,alcoholic,ethereal,medical,,,,,k.E.,,,
29200823,186.950P,Erdbeer-Aroma,60030178_+K+,Ameisensäure Halal Kosher,0.0000013000,64-18-6,acidic,pungent,vinegar,formyl,unpleasant,,,100,treshhold,,
29201947,187.871P,Erdbeer-Aroma,60030178_+K+,Ameisensäure Halal,0.0000099750,64-18-6,acidic,pungent,vinegar,formyl,unpleasant,,,100,treshhold,,
29201955,187.885P,Erdbeer-Aroma,60030178_+K+,Ameisensäure Halal Kosher,0.0000010020,64-18-6,acidic,pungent,vinegar,formyl,unpleasant,,,100,treshhold,,
29201971,187.892P,Erdbeer-Aroma,60030178_+K+,Ameisensäure Halal Kosher,0.0000006200,64-18-6,acidic,pungent,vinegar,formyl,unpleasant,,,100,treshhold,,
29202007,187.920P,Erdbeer-Aroma,60030178_+K+,Ameisensäure Halal Kosher,0.0011250500,64-18-6,acidic,pungent,vinegar,formyl,unpleasant,,,100,treshhold,,
RE00734_A01,185.471,Erdbeer-Aroma,60030422,"Essigsäure, natürlich Halal Kosher",0.0003515140,64-19-7,acidic,pungent,sour,vinegar,unpleasant,,,100,treshhold,,
RE00956_A01,185.615,Erdbeer-Aroma,60030044,Essigsäure Halal Kosher,0.0047200000,64-19-7,acidic,pungent,sour,vinegar,unpleasant,,,100,treshhold,,
29200817,185.796P,Erdbeer-Aroma,60030422,"Essigsäure, natürlich Halal Kosher",0.0015600000,64-19-7,acidic,pungent,sour,vinegar,unpleasant,,,100,treshhold,,
29200974,187.061P,Erdbeer-Aroma,60030044,Essigsäure Halal Kosher,0.0026020000,64-19-7,acidic,pungent,sour,vinegar,unpleasant,,,100,treshhold,,
29201588,187.522P,Erdbeer-Aroma,60030044,Essigsäure Halal Kosher,0.0118320000,64-19-7,acidic,pungent,sour,vinegar,unpleasant,,,100,treshhold,,
